time	press	temp
1532993443.0315447	100.8316272055231	20.195055248215795
1532993444.3515687	101.39807444547056	20.177222952321173
1532993445.3600922	100.943609574593	20.177222952321173
1532993445.8779447	100.943609574593	20.177222952321173
1532993446.596207	100.94197137529758	20.15939038939774
1532993447.342351	100.94197137529758	20.15939038939774
1532993447.9609895	100.94197137529758	20.15939038939774
1532993448.4788442	100.94197137529758	20.15939038939774
1532993448.9968407	100.94197137529758	20.15939038939774
1532993449.5147142	100.82672602359962	20.141557559445502
1532993450.0327127	101.2811551185773	20.141557559445502
1532993450.5505686	100.82672602359962	20.141557559445502
1532993451.0685582	100.82672602359962	20.141557559445502
1532993451.5864582	101.39310654776011	20.123724462464452
1532993452.1044748	100.82509253897544	20.123724462464452
1532993452.6223598	100.93869534073238	20.123724462464452
1532993453.1403666	100.93869534073238	20.123724462464452
1532993453.6582294	100.93869534073238	20.123724462464452
1532993454.1762345	100.82345917569285	20.105891098454595
1532993454.694125	100.82345917569285	20.105891098454595
1532993455.2121432	100.82345917569285	20.105891098454595
1532993456.5306382	100.93541979153407	20.08805746741593
