time	press	temp
1532986918.4079156	101.61621447887984	17.791305004358293
1532986918.5259976	101.27715687838848	17.791305004358293
1532986918.6441522	101.27715687838848	17.791305004358293
1532986918.7627666	101.39017607855232	17.791305004358293
1532986918.8807297	101.16601636538545	17.80936450600624
1532986918.9986694	101.27715687838848	17.791305004358293
1532986919.1167138	101.27715687838848	17.791305004358293
1532986919.234689	101.27715687838848	17.791305004358293
1532986919.3526092	101.16601636538545	17.80936450600624
1532986919.4705293	101.16601636538545	17.80936450600624
1532986919.5884023	101.39017607855232	17.791305004358293
1532986919.7063775	101.27715687838848	17.791305004358293
1532986919.8242676	101.16601636538545	17.80936450600624
1532986919.9419873	101.16413767822479	17.791305004358293
1532986920.0942597	101.61621447887984	17.791305004358293
1532986920.2121348	101.2790400738451	17.80936450600624
1532986920.330012	101.27715687838848	17.791305004358293
1532986920.4479938	101.503195278716	17.791305004358293
1532986920.5664296	101.16601636538545	17.80936450600624
1532986920.6844177	101.2790400738451	17.80936450600624
1532986920.802304	101.16601636538545	17.80936450600624
1532986920.9201453	101.50508749076457	17.80936450600624
1532986921.0379918	101.27715687838848	17.791305004358293
1532986921.1560562	101.27715687838848	17.791305004358293
1532986921.2970986	101.61811119922422	17.80936450600624
1532986921.4150045	101.39206378230476	17.80936450600624
1532986921.5328965	101.27715687838848	17.791305004358293
1532986921.650854	101.16601636538545	17.80936450600624
1532986921.76905	101.39206378230476	17.80936450600624
1532986921.8868835	101.16601636538545	17.80936450600624
1532986922.0048203	101.2790400738451	17.80936450600624
1532986922.122698	101.16601636538545	17.80936450600624
1532986922.240687	101.2790400738451	17.80936450600624
1532986922.3611085	101.39394965990591	17.8274221765995
1532986922.4790266	101.39206378230476	17.80936450600624
1532986922.596922	101.16601636538545	17.80936450600624
1532986922.7148566	101.16601636538545	17.80936450600624
1532986922.8327928	101.2790400738451	17.80936450600624
1532986922.9509504	101.61811119922422	17.80936450600624
1532986923.0688298	101.16601636538545	17.80936450600624
1532986923.1866276	101.16601636538545	17.80936450600624
1532986923.30457	101.16601636538545	17.80936450600624
1532986923.4224632	101.61811119922422	17.80936450600624
1532986923.5403948	101.2790400738451	17.80936450600624
1532986923.6583617	101.39206378230476	17.80936450600624
1532986923.7763598	101.16601636538545	17.80936450600624
1532986923.8944352	101.05299265692564	17.80936450600624
1532986924.0123086	101.16601636538545	17.80936450600624
1532986924.1300912	101.16789322698708	17.8274221765995
1532986924.2479856	101.28092144344642	17.8274221765995
1532986924.365861	101.28092144344642	17.8274221765995
1532986924.483926	101.16601636538545	17.80936450600624
1532986924.6019814	101.2790400738451	17.80936450600624
1532986924.7197132	101.16601636538545	17.80936450600624
1532986924.8376486	101.28092144344642	17.8274221765995
1532986924.9555523	101.28092144344642	17.8274221765995
