time	press	temp
1532993481.0571253	101.37488420040434	19.92752986550331
1532993481.5749092	100.92066977060429	19.92752986550331
1532993482.0927024	100.92066977060429	19.92752986550331
1532993482.6107223	100.92066977060429	19.92752986550331
1532993483.1286216	100.92066977060429	19.92752986550331
1532993483.6466556	100.91902439276556	19.909686428308486
1532993484.1645525	100.91902439276556	19.909686428308486
1532993484.6826072	100.91902439276556	19.909686428308486
1532993485.2004762	100.9173771905525	19.891841160058974
1532993485.7184715	100.91902439276556	19.909686428308486
1532993486.23633	100.9173771905525	19.891841160058974
1532993486.7543468	101.25801117197916	19.891841160058974
1532993487.272208	100.9173771905525	19.891841160058974
1532993487.7902057	101.03092185102811	19.891841160058974
1532993488.3080535	101.36988891014146	19.873994060754775
1532993488.8260624	100.91572816396554	19.873994060754775
1532993489.3439517	100.9173771905525	19.891841160058974
1532993489.8620102	100.80218797742157	19.873994060754775
1532993490.3798914	100.91572816396554	19.873994060754775
1532993490.8979137	100.91572816396554	19.873994060754775
1532993491.4157965	100.91572816396554	19.873994060754775
1532993491.9338248	100.91407731300453	19.856145130395888
1532993492.4517477	100.91407731300453	19.856145130395888
1532993492.9697587	100.91407731300453	19.856145130395888
1532993493.487638	100.91242463766932	19.838294368982314
1532993494.0056715	100.91242463766932	19.838294368982314
1532993494.5235612	100.91242463766932	19.838294368982314
1532993495.041581	100.79889339987727	19.838294368982314
1532993495.5596871	100.91242463766932	19.838294368982314
1532993496.077587	100.91242463766932	19.838294368982314
1532993496.5956116	100.91242463766932	19.838294368982314
1532993497.1135356	100.91077013796021	19.820441776514052
1532993497.6316197	100.91077013796021	19.820441776514052
1532993498.1497433	100.90911381387704	19.802587352991104
1532993498.6676295	100.91077013796021	19.820441776514052
1532993499.1856499	100.91077013796021	19.820441776514052
1532993499.70354	100.91077013796021	19.820441776514052
1532993500.2215798	100.91077013796021	19.820441776514052
1532993500.741513	100.90911381387704	19.802587352991104
1532993501.2594259	100.90911381387704	19.802587352991104
1532993501.7774534	100.90911381387704	19.802587352991104
1532993502.2955675	101.0226361017322	19.802587352991104
