-5.7273 -5.2727 -34.898
-5.5455 -11.6364 -35.5102
-3.4545 -12.4545 -35.5102
5.4545 -16.3636 -34.5918
10.3636 -12.9091 -33.4694
12.4545 -13.1818 -32.449
13.7273 -12.5455 -31.6327
14.0909 -14.0909 -31.6327
14.0909 -15.0909 -31.0204
15.0909 -13.8182 -30.5102
13.0 -8.5455 -30.102
9.3636 -8.9091 -29.6939
7.1818 -8.7273 -29.1837
9.1818 -10.3636 -30.4082
17.6364 -15.2727 -30.3061
17.2727 -16.9091 -30.9184
15.2727 -22.0 -31.3265
17.0 -34.1818 -27.9592
17.1818 -42.3636 -23.9796
0.2727 -49.0909 -16.1224
-17.0909 -38.1818 -7.3469
-25.0909 -22.1818 -5.102
-25.2727 -12.1818 -6.7347
-21.3636 -8.6364 -7.2449
-21.3636 -8.3636 -9.3878
-28.5455 -7.0 -8.8776
-33.8182 -1.1818 -3.5714
-35.5455 3.1818 0.0
-33.7273 14.3636 10.8163
-28.6364 22.1818 22.6531
-19.0 26.2727 37.9592
-18.0 25.2727 41.2245
-16.3636 23.0 46.4286
-16.5455 18.0 50.6122
-15.8182 13.3636 54.898
-10.8182 3.9091 62.1429
-1.4545 0.5455 67.8571
4.2727 -2.0 70.7143
17.8182 -6.4545 75.2041
35.7273 -9.1818 75.7143
54.8182 -9.6364 69.2857
65.6364 -10.1818 59.6939
69.3636 -12.1818 54.5918
73.7273 -13.9091 42.7551
74.5455 -15.2727 34.898
72.9091 -16.8182 18.3673
66.5455 -20.3636 2.9592
49.6364 -24.6364 -16.9388
43.9091 -23.8182 -20.8163
38.2727 -25.4545 -23.8776
38.8182 -26.3636 -23.2653
39.8182 -26.0 -22.6531
42.5455 -26.9091 -21.2245
46.0909 -29.1818 -17.8571
49.9091 -32.7273 -13.9796
58.2727 -39.0909 -3.0612
68.6364 -40.0 20.6122
70.1818 -39.2727 26.4286
70.0 -37.9091 39.6939
65.1818 -37.1818 52.7551
60.6364 -34.7273 59.898
47.5455 -23.4545 71.5306
30.1818 -11.0 75.2041
14.2727 -4.1818 73.0612
3.6364 2.2727 67.6531
-2.0909 5.6364 63.2653
-3.4545 7.3636 61.8367
-7.2727 14.9091 56.5306
-10.3636 20.1818 50.8163
-11.7273 23.2727 47.0408
-8.0909 35.3636 32.3469
-5.8182 40.0909 14.898
-0.7273 39.1818 0.2041
10.5455 36.5455 -7.3469
19.2727 34.0 -9.7959
25.6364 32.6364 -8.6735
32.9091 30.3636 -7.2449
34.8182 29.8182 -6.9388
34.1818 29.3636 -8.0612
37.2727 25.7273 -10.7143
44.0909 19.3636 -10.6122
35.8182 30.4545 -6.0204
32.2727 33.0909 -4.3878
37.9091 34.1818 2.449
33.1818 39.7273 13.8776
29.5455 41.3636 20.5102
22.6364 41.7273 32.1429
17.0 38.3636 43.7755
8.2727 33.1818 49.7959
-1.4545 30.0909 48.5714
-0.2727 30.7273 47.449
-4.5455 29.0 46.1224
0.6364 30.0909 47.551
-7.0 27.0909 45.8163
-6.7273 26.7273 45.6122
-6.0909 26.3636 47.3469
-9.0 22.0 47.449
-7.4545 14.2727 53.7755
-9.5455 11.9091 54.2857
-17.0 8.9091 50.4082
-28.0909 7.2727 36.5306
-33.7273 6.0 23.2653
-35.1818 2.2727 11.2245
-32.4545 -0.4545 6.1224
-30.1818 -1.7273 2.7551
-22.4545 -5.5455 0.7143
-19.1818 -4.0 -0.5102
-18.5455 -3.2727 -1.9388
-21.3636 -2.0 -6.5306
-22.7273 -1.9091 -10.0
-22.7273 -1.0 -10.102
-19.9091 -2.1818 -5.8163
-19.5455 -12.5455 -6.1224
-20.0 -27.0 -2.9592
-18.3636 -40.3636 5.4082
-9.4545 -52.0909 16.2245
-7.6364 -54.3636 32.9592
-9.1818 -49.9091 43.7755
-10.0 -27.1818 61.2245
-2.9091 -5.6364 67.3469
-0.6364 0.9091 67.3469
1.0 9.0 65.9184
10.4545 17.0909 65.0
15.2727 20.0 64.4898
19.0909 21.0909 64.0816
21.0909 20.9091 64.6939
25.0909 19.8182 65.5102
32.9091 1.0909 75.6122
31.0909 -5.2727 77.1429
20.0909 -7.1818 76.5306
11.9091 -7.7273 73.7755
10.4545 -8.4545 73.0612
15.6364 -5.6364 73.1633
21.5455 -3.3636 72.8571
22.8182 -6.3636 73.6735
25.0909 -6.7273 74.0816
21.9091 -4.7273 73.3673
17.9091 -6.4545 73.7755
13.2727 -5.8182 73.2653
-5.7273 -10.0 66.5306
-29.8182 -15.3636 45.6122
-41.1818 -17.9091 21.9388
-43.0909 -8.5455 0.8163
-39.5455 0.4545 -8.2653
-20.9091 19.4545 -18.6735
-1.0 27.4545 -19.5918
9.0 30.0909 -17.0408
33.1818 28.0909 -9.2857
40.6364 28.0909 -3.9796
36.1818 33.4545 0.0
32.5455 35.9091 0.0
19.9091 39.4545 -0.7143
18.8182 39.0909 -3.2653
21.4545 37.6364 -4.7959
19.9091 37.1818 -6.4286
11.7273 36.9091 -9.6939
-5.3636 34.6364 -11.4286
-21.2727 27.1818 -12.0408
-35.3636 13.2727 -10.102
-38.4545 6.0 -10.5102
-42.7273 -5.1818 -6.5306
-39.0 -37.0 3.3673
-28.2727 -53.2727 7.9592
-5.5455 -69.6364 20.2041
-3.1818 -66.7273 38.8775
12.8182 -63.4545 55.3061
31.1818 -63.2727 57.9592
36.6364 -62.9091 57.2449
43.2727 -65.0909 49.1837
49.4545 -65.7273 27.551
49.0 -63.3636 16.7347
46.0 -55.5455 2.9592
42.6364 -50.3636 -3.7755
45.0 -40.2727 -8.3673
40.3636 -28.4545 -17.6531
40.7273 -22.1818 -20.102
42.5455 -20.1818 -20.8163
41.4545 -1.2727 -21.1224
30.9091 23.6364 -12.9592
20.6364 34.3636 -4.2857
2.4545 41.1818 7.8571
-20.2727 33.3636 8.2653
-39.9091 9.9091 14.7959
-42.5455 -2.3636 19.3878
-37.2727 -32.8182 25.7143
-18.0 -58.0 25.102
-8.0 -64.8182 24.4898
6.6364 -69.7273 20.3061
13.3636 -67.2727 7.2449
10.7273 -64.6364 3.9796
11.6364 -60.7273 2.551
10.7273 -56.3636 -2.551
10.7273 -57.0909 -4.3878
6.7273 -61.7273 -2.9592
7.5455 -62.5455 -3.9796
10.5455 -63.1818 -6.4286
10.3636 -66.0909 -1.9388
10.0909 -65.9091 -2.449
13.2727 -64.7273 -3.7755
13.0 -65.8182 -3.1633
17.4545 -68.6364 2.6531
20.6364 -68.9091 3.3673
17.1818 -72.0909 15.8163
18.8182 -72.7273 23.4694
23.8182 -72.4545 25.5102
24.1818 -72.5455 25.9184
13.7273 -70.9091 33.4694
7.8182 -70.8182 23.2653
9.1818 -70.9091 24.2857
19.0909 -71.9091 29.6939
20.5455 -71.0909 35.2041
18.3636 -70.5455 34.3878
29.9091 -70.7273 31.7347
37.5455 -69.0 29.7959
47.7273 -64.7273 30.7143
47.5455 -64.0909 32.9592
46.2727 -63.5455 43.1633
39.6364 -63.5455 46.9388
32.3636 -66.1818 42.2449
32.8182 -66.3636 41.5306
31.5455 -67.0909 39.1837
28.4545 -66.4545 41.1224
30.2727 -65.5454 40.9184
35.6364 -64.8182 35.9184
33.0 -64.5455 29.7959
36.0909 -62.9091 22.8571
36.0909 -62.8182 22.0408
35.3636 -64.1818 23.7755
35.6364 -66.0 25.3061
36.9091 -66.0 21.2245
36.4545 -67.0909 17.6531
30.0 -69.1818 18.0612
23.9091 -71.0 21.7347
24.9091 -71.0 30.5102
25.0 -70.9091 32.7551
28.1818 -70.5455 32.9592
29.2727 -70.8182 31.3265
32.5455 -68.6364 38.6735
34.0 -68.4545 38.6735
36.0909 -67.2727 40.7143
32.9091 -67.2727 41.8367
27.4545 -67.7273 40.4082
29.0909 -67.6364 38.1633
29.1818 -66.6364 33.6735
25.6364 -63.4545 36.0204
22.4545 -63.2727 33.9796
19.0909 -64.6364 35.8163
19.0 -65.2727 36.9388
11.1818 -66.4545 35.8163
7.7273 -64.9091 40.3061
4.5455 -60.4545 45.9184
-0.4545 -59.1818 44.0816
-10.9091 -47.7273 49.3878
-18.4545 -44.0909 43.9796
-20.1818 -44.4545 41.7347
-30.8182 -32.2727 34.3878
-32.9091 -19.1818 36.4286
-29.3636 -13.2727 43.5714
0.7273 0.3636 67.449
10.4545 3.8182 70.2041
29.7273 14.6364 66.1225
40.2727 17.1818 59.6939
45.0909 12.2727 60.7143
53.9091 -4.8182 62.6531
57.4545 -21.0909 62.8571
59.1818 -29.0 61.2245
59.1818 -30.2727 65.102
55.4545 -27.2727 69.6939
34.0909 -29.7273 75.7143
22.4545 -29.7273 75.5102
7.8182 -21.9091 72.3469
16.0 -16.5455 74.3878
20.4545 -17.0909 74.7959
26.9091 -19.6364 74.2857
31.4545 -24.5455 74.3878
37.3636 -20.0909 75.0
38.6364 -18.3636 75.102
34.5455 -17.4545 75.8163
30.7273 -19.6364 76.4286
32.6364 -21.0909 76.7347
29.6364 -30.6364 75.8163
27.7273 -35.6364 74.5918
22.0909 -48.8182 67.2449
17.7273 -58.4545 58.1633
4.0909 -62.2727 46.1224
2.2727 -61.8182 45.6122
-7.7273 -61.2727 36.8367
-4.0 -64.4545 32.449
0.1818 -66.3636 32.6531
5.5455 -68.8182 20.5102
6.5455 -64.6364 18.9796
6.0 -61.9091 18.8776
2.7273 -62.5455 13.9796
3.1818 -65.6364 13.5714
4.5455 -66.6364 11.7347
5.7273 -67.7273 10.2041
7.2727 -68.3636 9.2857
6.6364 -68.6364 11.3265
5.4545 -68.4545 12.551
8.3636 -69.1818 10.5102
12.0909 -69.5455 9.6939
12.1818 -70.0 9.7959
14.8182 -70.6364 11.2245
13.7273 -71.0909 12.8571
14.1818 -71.4545 14.7959
15.7273 -71.9091 20.5102
16.3636 -71.9091 26.1224
14.9091 -72.3636 24.0816
12.9091 -72.1818 25.5102
-7.7273 -62.6364 35.0
-17.3636 -57.1818 30.102
-26.7273 -46.6364 27.2449
-27.9091 -37.2727 31.5306
-30.8182 -30.8182 28.7755
-33.8182 -15.0 32.2449
-39.6364 -17.7273 20.7143
-42.0909 -17.0909 9.898
-37.2727 -20.9091 -10.3061
-31.8182 -17.2727 -20.3061
-25.3636 -9.3636 -26.5306
-23.0 -6.2727 -27.7551
-20.9091 -4.0 -28.4694
-17.2727 -10.8182 -31.3265
-12.6364 -12.0909 -33.0612
-12.0 -15.3636 -32.7551
-18.4545 -16.0909 -30.0
-20.8182 -24.4545 -26.1224
-21.9091 -31.8182 -19.2857
-18.6364 -34.5455 -17.8571
-20.8182 -16.4545 -18.1633
-34.4545 28.6364 35.8163
-3.4545 5.3636 75.2041
49.6364 -53.0909 36.2245
51.7273 -47.0 -4.6939
41.2727 -34.0909 -20.7143
40.5455 -27.0909 -23.7755
44.1818 -29.5455 -21.5306
57.2727 -37.5455 -6.7347
55.3636 -47.8182 -0.4082
23.3636 -68.1818 16.7347
-13.2727 -51.4545 27.0408
-24.4545 -36.4545 31.2245
-26.0 -1.9091 44.5918
1.5455 23.7273 55.3061
18.4545 24.9091 58.6735
22.9091 25.2727 59.4898
31.0909 26.7273 57.2449
36.1818 27.2727 54.0816
31.3636 31.1818 50.9184
40.6364 17.0909 65.3061
50.4545 3.0 70.3061
64.0 -27.6364 64.5918
67.0 -44.6364 49.6939
63.1818 -53.0 43.4694
50.3636 -65.0 21.7347
28.5455 -62.6364 -7.3469
17.4545 -57.3636 -16.9388
5.0 -41.4545 -29.2857
-7.0909 -28.4545 -33.1633
-16.5455 -14.3636 -32.6531
-10.6364 -6.5455 -34.3878
-1.7273 -3.6364 -35.6122
3.8182 -2.2727 -35.3061
7.4545 6.8182 -32.6531
-3.3636 15.5455 -27.8571
-11.3636 19.3636 -22.7551
-21.8182 22.9091 -12.3469
-32.5455 11.6364 -11.2245
-32.6364 -18.6364 -19.1837
-28.3636 -26.9091 -21.4286
-17.8182 -30.4545 -27.6531
-11.9091 -0.8182 -32.551
-5.5455 -0.6364 -34.5918
-3.0909 4.4545 -32.3469
-13.2727 20.1818 -20.7143
-21.2727 19.8182 -16.1224
-33.8182 15.2727 -4.0816
-40.0909 -1.2727 -2.0408
-40.1818 0.9091 0.3061
-38.8182 7.2727 11.5306
-40.3636 -2.4545 18.0612
-40.8182 -7.9091 18.4694
-32.7273 -32.5455 32.7551
-13.7273 -43.1818 52.8571
4.8182 -55.3636 56.5306
35.4545 -58.0909 59.2857
66.1818 -34.0909 57.6531
69.8182 -6.6364 50.8163
62.6364 11.8182 45.5102
44.0909 31.9091 26.1224
40.2727 33.1818 15.5102
38.0909 34.7273 16.0204
25.4545 40.0 18.8776
16.2727 40.4545 11.1224
15.3636 34.8182 -4.898
-0.6364 20.3636 -22.7551
-12.6364 20.1818 -18.9796
-16.3636 25.7273 -9.7959
-6.3636 37.6364 17.0408
22.5455 28.6364 56.2245
40.4545 15.4545 66.0204
67.3636 -10.6364 59.898
74.6364 -29.7273 41.1224
72.6364 -38.5455 36.9388
63.1818 -55.0 32.0408
37.6364 -70.8182 28.6735
26.0909 -72.7273 20.0
7.8182 -63.2727 -8.5714
-7.9091 -35.8182 -30.0
-1.2727 -11.6364 -36.1225
14.6364 -8.0909 -33.9796
38.0 -3.1818 -23.9796
50.2727 12.4545 -5.8163
45.5455 19.9091 -4.2857
9.7273 26.0909 -19.5918
-29.5455 4.3636 -20.2041
-37.6364 -2.0 -10.7143
-42.6364 -12.7273 8.6735
-33.8182 -25.4545 38.7755
11.8182 -38.0 71.8367
45.8182 -50.3636 64.7959
62.6364 -53.7273 39.1837
65.5454 -50.2727 28.9796
65.6364 -34.4545 8.1633
61.0909 -13.4545 -1.0204
58.5455 -4.1818 -1.8367
32.3636 21.9091 -11.9388
13.0909 28.6364 -15.0
-9.4545 30.0909 -11.8367
-16.9091 28.8182 -8.3673
-23.1818 26.4545 -3.4694
-32.7273 21.0909 10.6122
-35.2727 16.0 18.2653
-41.0909 -1.7273 20.8163
-41.2727 -24.6364 16.1224
-25.5455 -27.8182 49.6939
-6.1818 -19.0 68.0612
39.1818 -17.9091 77.8571
52.0 -15.7273 73.4694
70.6364 -30.4545 51.4286
74.0909 -27.3636 29.2857
72.4545 -28.3636 22.6531
69.8182 -14.0 12.8571
59.9091 -2.1818 -1.7347
42.1818 22.7273 -4.3878
33.4545 32.9091 2.1429
12.3636 42.2727 19.4898
-10.7273 31.3636 37.6531
-19.1818 21.3636 42.7551
-27.0 -16.0 50.7143
-14.1818 -46.4545 49.898
-4.8182 -63.6364 33.9796
10.1818 -69.4545 7.8571
26.9091 -61.5455 -7.1429
29.4545 -59.2727 -5.9184
34.5455 -53.1818 -11.4286
57.3636 -29.0 -5.4082
0.0 0.0 0.0
47.1818 11.7273 -6.8367
48.3636 26.2727 39.3878
32.8182 25.6364 56.2245
10.4545 6.8182 68.6735
-29.4545 -28.0909 41.7347
-28.3636 -40.2727 34.4898
-16.0909 -61.0 9.0816
19.4545 -64.6364 -6.9388
25.1818 -62.3636 -9.6939
30.0 -52.6364 -18.3673
47.7273 -47.9091 -9.6939
56.4545 -37.4545 -7.8571
62.5455 -33.5455 -0.4082
67.2727 -27.0 5.5102
67.2727 -27.1818 4.6939
67.8182 -33.4545 8.8776
63.9091 -42.6364 9.7959
60.0 -48.5455 8.0612
55.6364 -53.0909 8.9796
54.6364 -55.0909 11.6327
52.0909 -56.6364 10.5102
54.3636 -55.0 12.551
54.2727 -54.5455 12.9592
56.4545 -52.4545 13.1633
63.2727 -49.0 34.1837
63.1818 -48.5455 39.1837
63.9091 -45.2727 50.0
57.0909 -41.5455 62.7551
50.7273 -37.4545 70.2041
50.9091 -32.3636 72.3469
47.8182 -21.3636 74.5918
47.9091 0.2727 70.6122
46.0 12.8182 64.0816
38.3636 31.7273 40.9184
39.1818 31.3636 12.7551
38.3636 27.2727 3.8776
53.0 16.8182 15.0
66.7273 -40.9091 26.5306
57.7273 -54.1818 24.2857
33.2727 -69.4545 20.2041
13.9091 -71.4545 16.0204
7.1818 -70.3636 16.8367
3.4545 -65.6364 39.0816
13.2727 -47.4545 66.6327
