boat_COG	boat_heading	boat_lat	boat_lon	boat_speed	datetime	pressure	skiff_COG	skiff_heading	skiff_lat	skiff_lon	skiff_speed	temp
359.81	2.8556173988	60.564748333	-148.287301667	1.08	2018-08-01 06:00:14	100.11160355548243	nan	nan	nan	nan	nan	2.4248397409915925
12.19	3.76444090683	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.78048751261434	nan	nan	nan	nan	nan	2.405282436609268
12.19	8.14801470691	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.99553529578174	nan	nan	nan	nan	nan	2.3857233011722565
12.19	5.90376826536	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88971969334176	nan	nan	nan	nan	nan	2.405282436609268
12.19	7.21909094831	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	100.11160355548243	nan	nan	nan	nan	nan	2.4248397409915925
12.19	7.0216171179	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.89312969277962	nan	nan	nan	nan	nan	2.4248397409915925
12.19	7.58813084768	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88971969334176	nan	nan	nan	nan	nan	2.405282436609268
12.19	16.9938995868	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88630786597467	nan	nan	nan	nan	nan	2.3857233011722565
12.19	17.9893625696	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77708043616745	nan	nan	nan	nan	nan	2.3857233011722565
12.19	20.606867772	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88630786597467	nan	nan	nan	nan	nan	2.3857233011722565
12.19	23.3851769868	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88630786597467	nan	nan	nan	nan	nan	2.3857233011722565
12.19	11.903563916	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.99553529578174	nan	nan	nan	nan	nan	2.3857233011722565
12.19	2.56252464888	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	100.31978492504132	nan	nan	nan	nan	nan	2.366162334680557
12.19	354.365415123	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.99211688926938	nan	nan	nan	nan	nan	2.366162334680557
12.19	350.291749809	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	352.853735553	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77708043616745	nan	nan	nan	nan	nan	2.3857233011722565
12.19	351.91960292	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77367153208804	nan	nan	nan	nan	nan	2.366162334680557
12.19	357.0968888	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	100.10476272558896	nan	nan	nan	nan	nan	2.3857233011722565
12.19	357.953608168	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	353.575740441	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	4.23241875545	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.87947872745383	nan	nan	nan	nan	nan	2.3465995371341704
12.19	13.8550973963	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88630786597467	nan	nan	nan	nan	nan	2.3857233011722565
12.19	10.4324026708	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	15.3662479915	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	20.5946433686	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.99211688926938	nan	nan	nan	nan	nan	2.366162334680557
12.19	23.0606897953	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	16.4093360205	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77367153208804	nan	nan	nan	nan	nan	2.366162334680557
12.19	23.3888578155	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77026080037598	nan	nan	nan	nan	nan	2.3465995371341704
12.19	19.8898374562	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	21.9370318093	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	21.6955028774	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77026080037598	nan	nan	nan	nan	nan	2.3465995371341704
12.19	21.2267224641	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.66104287329814	nan	nan	nan	nan	nan	2.3465995371341704
12.19	17.8207660781	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77026080037598	nan	nan	nan	nan	nan	2.3465995371341704
12.19	19.2419143474	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77708043616745	nan	nan	nan	nan	nan	2.3857233011722565
12.19	22.7039294847	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77367153208804	nan	nan	nan	nan	nan	2.366162334680557
12.19	19.683864108	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88630786597467	nan	nan	nan	nan	nan	2.3857233011722565
12.19	20.9781245156	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88289421067864	nan	nan	nan	nan	nan	2.366162334680557
12.19	21.5202718776	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.88630786597467	nan	nan	nan	nan	nan	2.3857233011722565
12.19	23.0202671226	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.78048751261434	nan	nan	nan	nan	nan	2.405282436609268
12.19	22.1152896286	60.564788333	-148.28731	1.157	2018-08-01 06:00:19	99.77708043616745	nan	nan	nan	nan	nan	2.3857233011722565
125.38	22.428033894	60.562515	-148.281975	2.13	2018-08-01 06:03:35	99.78048751261434	nan	nan	nan	nan	nan	2.405282436609268
126.44	23.1959882473	60.562466667	-148.281803333	1.867	2018-08-01 06:03:40	99.89312969277962	nan	nan	nan	nan	nan	2.4248397409915925
118.44	17.7078522444	60.562441667	-148.281648333	1.466	2018-08-01 06:03:46	99.89312969277962	nan	nan	nan	nan	nan	2.4248397409915925
118.09	15.4366482468	60.562421667	-148.281543333	0.895	2018-08-01 06:03:51	99.88971969334176	nan	nan	nan	nan	nan	2.405282436609268
101.74	11.2414714396	60.562405	-148.28148	0.638	2018-08-01 06:03:56	99.78389276142815	nan	nan	nan	nan	nan	2.4248397409915925
91.73	11.6861069755	60.562398333	-148.281441667	0.309	2018-08-01 06:04:01	99.89312969277962	nan	nan	nan	nan	nan	2.4248397409915925
160.23	2.41267868176	60.562395	-148.281416667	0.35	2018-08-01 06:04:06	99.78729618260957	nan	nan	nan	nan	nan	2.444395214319229
269.49	352.855237133	60.562381667	-148.281413333	0.278	2018-08-01 06:04:11	99.89994420786869	nan	nan	nan	nan	nan	2.4639488565921783
177.93	341.164717567	60.562363333	-148.28143	0.787	2018-08-01 06:04:16	99.89994420786869	nan	nan	nan	nan	nan	2.4639488565921783
190.16	343.788707742	60.562331667	-148.28143	0.792	2018-08-01 06:04:21	99.89994420786869	nan	nan	nan	nan	nan	2.4639488565921783
198.05	343.018360631	60.562296667	-148.281451667	0.921	2018-08-01 06:04:26	99.90334872351974	nan	nan	nan	nan	nan	2.48350066781044
209.15	344.680265838	60.56226	-148.281481667	0.839	2018-08-01 06:04:31	99.89994420786869	nan	nan	nan	nan	nan	2.4639488565921783
217.75	355.53012617	60.562228333	-148.281521667	0.9	2018-08-01 06:04:36	99.90334872351974	nan	nan	nan	nan	nan	2.48350066781044
217.21	3.58437360846	60.562198333	-148.281571667	0.772	2018-08-01 06:04:41	99.90675141124186	nan	nan	nan	nan	nan	2.5030506479740144
213.34	352.775140569	60.562173333	-148.281606667	0.545	2018-08-01 06:04:46	100.01600734212698	nan	nan	nan	nan	nan	2.5030506479740144
210.34	343.78075331	60.562155	-148.281635	0.458	2018-08-01 06:04:51	99.91015227103489	nan	nan	nan	nan	nan	2.522598797082901
211.64	337.587833025	60.562136667	-148.281656667	0.52	2018-08-01 06:04:56	99.80428587402464	nan	nan	nan	nan	nan	2.5421451151371004
221.6	334.67648006	60.562116667	-148.281678333	0.401	2018-08-01 06:05:01	100.02281673177335	nan	nan	nan	nan	nan	2.5421451151371004
258.7	342.180081943	60.562108333	-148.2817	0.237	2018-08-01 06:05:06	99.913551302899	nan	nan	nan	nan	nan	2.5421451151371004
286.37	334.686909326	60.56211	-148.281718333	0.211	2018-08-01 06:05:11	99.913551302899	nan	nan	nan	nan	nan	2.5421451151371004
260.08	335.645013272	60.56211	-148.281735	0.165	2018-08-01 06:05:16	99.91694850683416	nan	nan	nan	nan	nan	2.561689602136612
352.2	336.238105581	60.5621	-148.281738333	0.206	2018-08-01 06:05:21	99.81106895716148	nan	nan	nan	nan	nan	2.581232258081436
287.1	333.527540152	60.562101667	-148.281746667	0.211	2018-08-01 06:05:26	99.92034388284024	nan	nan	nan	nan	nan	2.581232258081436
202.82	335.369583577	60.562096667	-148.281761667	0.123	2018-08-01 06:05:32	99.9271291510656	nan	nan	nan	nan	nan	2.6203120768070223
265.74	336.691307536	60.562096667	-148.281798333	0.653	2018-08-01 06:05:37	99.92373743091738	nan	nan	nan	nan	nan	2.600773082971573
331.59	334.263490614	60.562096667	-148.281816667	0.015	2018-08-01 06:05:42	99.81445775728076	nan	nan	nan	nan	nan	2.600773082971573
195.09	334.109316785	60.562093333	-148.281835	0.365	2018-08-01 06:05:47	99.9271291510656	nan	nan	nan	nan	nan	2.6203120768070223
217.86	329.636577042	60.56208	-148.281838333	0.484	2018-08-01 06:05:52	99.93051904328473	nan	nan	nan	nan	nan	2.6398492395877837
250.98	331.990913098	60.562071667	-148.281881667	0.52	2018-08-01 06:05:57	99.93051904328473	nan	nan	nan	nan	nan	2.6398492395877837
248.19	330.157950452	60.562065	-148.281928333	0.489	2018-08-01 06:06:02	99.93051904328473	nan	nan	nan	nan	nan	2.6398492395877837
264.81	335.296946154	60.56206	-148.281968333	0.432	2018-08-01 06:06:07	99.82461319184236	nan	nan	nan	nan	nan	2.659384571313858
276.76	333.693454107	60.562061667	-148.282	0.334	2018-08-01 06:06:12	99.82799468143072	nan	nan	nan	nan	nan	2.678918071985245
283.22	331.768529709	60.562061667	-148.282028333	0.293	2018-08-01 06:06:17	99.93390710757507	nan	nan	nan	nan	nan	2.659384571313858
261.24	335.883139317	60.562065	-148.282055	0.324	2018-08-01 06:06:22	99.72207093440419	nan	nan	nan	nan	nan	2.698449741601944
263.76	333.25574058	60.562063333	-148.282081667	0.231	2018-08-01 06:06:27	99.83137434338627	nan	nan	nan	nan	nan	2.698449741601944
233.59	328.0	60.562061667	-148.282101667	0.19	2018-08-01 06:06:32	99.94067775236836	nan	nan	nan	nan	nan	2.698449741601944
272.93	325.829478746	60.56206	-148.282118333	0.237	2018-08-01 06:06:37	99.94406033287174	nan	nan	nan	nan	nan	2.7179795801639557
246.63	329.704728319	60.562055	-148.282138333	0.314	2018-08-01 06:06:42	99.9474410854459	nan	nan	nan	nan	nan	2.73750758767128
257.88	325.524778188	60.562053333	-148.282166667	0.226	2018-08-01 06:06:47	99.95082001009126	nan	nan	nan	nan	nan	2.7570337641239164
272.2	334.416637037	60.56205	-148.282183333	0.195	2018-08-01 06:06:52	100.06013765672556	nan	nan	nan	nan	nan	2.7570337641239164
257.32	334.340191746	60.56205	-148.282211667	0.324	2018-08-01 06:06:57	99.9541971068074	nan	nan	nan	nan	nan	2.776558109521866
254.79	330.489552922	60.562046667	-148.282241667	0.386	2018-08-01 06:07:02	99.84487471488144	nan	nan	nan	nan	nan	2.776558109521866
269.66	331.13410325	60.562045	-148.282276667	0.314	2018-08-01 06:07:07	99.9541971068074	nan	nan	nan	nan	nan	2.776558109521866
282.21	326.72696998	60.562045	-148.282306667	0.334	2018-08-01 06:07:12	99.84824523867341	nan	nan	nan	nan	nan	2.7960806238651275
273.78	332.777306317	60.562045	-148.282333333	0.18	2018-08-01 06:07:17	99.85161393483241	nan	nan	nan	nan	nan	2.8156013071537016
256.17	328.476131252	60.562043333	-148.28235	0.262	2018-08-01 06:07:22	99.96431742938235	nan	nan	nan	nan	nan	2.8351201593875883
261.36	330.910837826	60.562043333	-148.282373333	0.293	2018-08-01 06:07:27	99.96431742938235	nan	nan	nan	nan	nan	2.8351201593875883
237.45	328.481465806	60.56204	-148.282393333	0.211	2018-08-01 06:07:32	99.85834584425261	nan	nan	nan	nan	nan	2.8546371805667876
271.03	329.91981013	60.562036667	-148.282408333	0.221	2018-08-01 06:07:37	99.96768721438275	nan	nan	nan	nan	nan	2.8546371805667876
261.8	325.576228656	60.562035	-148.282431667	0.221	2018-08-01 06:07:42	99.96768721438275	nan	nan	nan	nan	nan	2.8546371805667876
235.91	326.025065989	60.562031667	-148.282446667	0.17	2018-08-01 06:07:47	99.97105517145421	nan	nan	nan	nan	nan	2.8741523706912995
285.07	320.507820117	60.562028333	-148.282455	0.098	2018-08-01 06:07:52	99.86170905751379	nan	nan	nan	nan	nan	2.8741523706912995
243.92	324.185925166	60.562026667	-148.282466667	0.216	2018-08-01 06:07:57	99.97442130059645	nan	nan	nan	nan	nan	2.8936657297611235
269.82	316.935129246	60.56203	-148.282461667	0.37	2018-08-01 06:08:02	99.97442130059645	nan	nan	nan	nan	nan	2.8936657297611235
268.74	319.619386777	60.562033333	-148.282491667	0.329	2018-08-01 06:08:08	99.97778560180988	nan	nan	nan	nan	nan	2.9131772577762605
261.47	313.963756532	60.562021667	-148.282558333	0.54	2018-08-01 06:08:13	99.86843656098571	nan	nan	nan	nan	nan	2.913215364437783
269.9	316.95905982	60.562011667	-148.282626667	0.561	2018-08-01 06:08:18	99.87178773150008	nan	nan	nan	nan	nan	2.9326869547367096
278.63	317.068877078	60.562	-148.282688333	0.664	2018-08-01 06:08:23	99.87178773150008	nan	nan	nan	nan	nan	2.9326869547367096
273.17	318.144439083	60.561991667	-148.28277	0.684	2018-08-01 06:08:28	99.54704837557146	nan	nan	nan	nan	nan	2.9521948206424713
274.32	316.904176318	60.561988333	-148.282838333	0.684	2018-08-01 06:08:33	99.87514363423004	nan	nan	nan	nan	nan	2.9521948206424713
277.57	318.296070515	60.561985	-148.282881667	0.576	2018-08-01 06:08:38	99.87514363423004	nan	nan	nan	nan	nan	2.9521948206424713
289.35	316.652910735	60.561986667	-148.28293	0.633	2018-08-01 06:08:43	99.881849956792	nan	nan	nan	nan	nan	2.9912050592899324
296.38	318.581717583	60.561993333	-148.282973333	0.658	2018-08-01 06:08:48	99.44101839513256	nan	nan	nan	nan	nan	2.9717008554935456
291.45	325.572903278	60.562001667	-148.283046667	0.818	2018-08-01 06:08:53	99.87849770932735	nan	nan	nan	nan	nan	2.9717008554935456
287.66	323.206907898	60.562003333	-148.283161667	0.828	2018-08-01 06:08:58	99.87849770932735	nan	nan	nan	nan	nan	2.9717008554935456
300.76	321.072781874	60.562021667	-148.283243333	0.833	2018-08-01 06:09:03	99.77247538621027	nan	nan	nan	nan	nan	2.9912050592899324
302.65	320.199812116	60.562035	-148.283308333	0.684	2018-08-01 06:09:08	99.881849956792	nan	nan	nan	nan	nan	2.9912050592899324
289.73	318.196432396	60.562041667	-148.283365	0.556	2018-08-01 06:09:13	99.99122452737356	nan	nan	nan	nan	nan	2.9912050592899324
311.32	317.770991713	60.562055	-148.283383333	0.37	2018-08-01 06:09:18	99.88520037662369	nan	nan	nan	nan	nan	3.0107074320316314
310.46	321.088772881	60.562065	-148.28339	0.376	2018-08-01 06:09:23	99.55706243966881	nan	nan	nan	nan	nan	3.0107074320316314
325.18	318.155822267	60.562083333	-148.283395	0.55	2018-08-01 06:09:28	99.88854896882272	nan	nan	nan	nan	nan	3.0302079737186434
301.93	315.501990951	60.5621	-148.283421667	0.653	2018-08-01 06:09:33	99.88854896882272	nan	nan	nan	nan	nan	3.0302079737186434
316.73	317.780925592	60.562115	-148.283445	0.525	2018-08-01 06:09:39	99.56372934868021	nan	nan	nan	nan	nan	3.0497066843509675
312.69	317.1001149	60.562125	-148.283488333	0.772	2018-08-01 06:09:44	99.89189573338895	nan	nan	nan	nan	nan	3.0497066843509675
301.13	320.54294486	60.562121667	-148.283566667	0.689	2018-08-01 06:09:49	99.56706006306995	nan	nan	nan	nan	nan	3.069203563928604
303.89	319.027373385	60.562125	-148.283615	0.664	2018-08-01 06:09:54	99.45434055377729	nan	nan	nan	nan	nan	3.0497066843509675
324.2	317.2109239	60.562136667	-148.283651667	0.54	2018-08-01 06:09:59	99.89524067032252	nan	nan	nan	nan	nan	3.069203563928604
253.53	319.070886405	60.562125	-148.283715	0.633	2018-08-01 06:10:04	99.67645359882081	nan	nan	nan	nan	nan	3.069203563928604
316.65	321.884496434	60.562113333	-148.283785	0.442	2018-08-01 06:10:09	99.89524067032252	nan	nan	nan	nan	nan	3.069203563928604
285.49	322.532898412	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.8985837796233	nan	nan	nan	nan	nan	3.0886986124515534
285.49	323.174783073	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	100.00798205592596	nan	nan	nan	nan	nan	3.0886986124515534
285.49	322.532898412	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.8985837796233	nan	nan	nan	nan	nan	3.0886986124515534
285.49	322.371899529	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	100.00798205592596	nan	nan	nan	nan	nan	3.0886986124515534
285.49	320.590561268	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.8985837796233	nan	nan	nan	nan	nan	3.0886986124515534
285.49	327.169684514	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	100.01132807784947	nan	nan	nan	nan	nan	3.1081918299198152
285.49	330.573359463	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	948.5076367826329	nan	nan	nan	nan	nan	3.0886986124515534
285.49	331.411969613	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.79252204473335	nan	nan	nan	nan	nan	3.1081918299198152
285.49	332.851672889	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.8985837796233	nan	nan	nan	nan	nan	3.0886986124515534
285.49	338.324669711	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	100.01132807784947	nan	nan	nan	nan	nan	3.1081918299198152
285.49	342.728659526	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.57371601161736	nan	nan	nan	nan	nan	3.1081918299198152
285.49	342.179572198	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.90526451532685	nan	nan	nan	nan	nan	3.127683216333389
285.49	342.108313593	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.90526451532685	nan	nan	nan	nan	nan	3.127683216333389
285.49	342.475002826	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	100.01467227184403	nan	nan	nan	nan	nan	3.127683216333389
285.49	336.552941759	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	100.01467227184403	nan	nan	nan	nan	nan	3.127683216333389
285.49	337.162347046	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.5803646531886	nan	nan	nan	nan	nan	3.147172771692276
285.49	337.549834786	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.90860214172935	nan	nan	nan	nan	nan	3.147172771692276
285.49	339.994117464	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.90860214172935	nan	nan	nan	nan	nan	3.147172771692276
285.49	339.811220893	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.79918964554919	nan	nan	nan	nan	nan	3.147172771692276
285.49	340.327770711	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.80252070495219	nan	nan	nan	nan	nan	3.1666604959964753
285.49	339.427101594	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	100.0213551760462	nan	nan	nan	nan	nan	3.1666604959964753
285.49	340.398627236	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.47758401316649	nan	nan	nan	nan	nan	3.186146389245987
285.49	341.817419149	60.562115	-148.283833333	0.52	2018-08-01 06:10:14	99.91527191163637	nan	nan	nan	nan	nan	3.186146389245987
1.85	342.582942329	60.562991667	-148.283863333	0.859	2018-08-01 06:12:11	100.02803076853247	nan	nan	nan	nan	nan	3.205630451440811
349.66	343.862658371	60.563016667	-148.283863333	0.715	2018-08-01 06:12:16	99.91860405514089	nan	nan	nan	nan	nan	3.205630451440811
343.59	343.085102052	60.563008333	-148.283926667	0.7	2018-08-01 06:12:21	99.81250291914272	nan	nan	nan	nan	nan	3.225112682580948
358.46	342.20030984	60.563018333	-148.283938333	0.381	2018-08-01 06:12:26	100.03136582288207	nan	nan	nan	nan	nan	3.225112682580948
18.15	343.255118703	60.563041667	-148.28396	0.638	2018-08-01 06:12:31	99.92526285925123	nan	nan	nan	nan	nan	3.244593082666397
8.12	342.308818859	60.563056667	-148.283975	0.586	2018-08-01 06:12:36	99.92193437101247	nan	nan	nan	nan	nan	3.225112682580948
14.58	343.851928154	60.563075	-148.283973333	0.679	2018-08-01 06:12:41	99.8158266691999	nan	nan	nan	nan	nan	3.244593082666397
17.77	346.101005513	60.563091667	-148.283963333	0.55	2018-08-01 06:12:47	99.92858951985748	nan	nan	nan	nan	nan	3.264071651697159
7.48	351.716189451	60.56311	-148.28395	0.535	2018-08-01 06:12:52	100.04123672497997	nan	nan	nan	nan	nan	3.264071651697159
