boat_COG	boat_heading	boat_lat	boat_lon	boat_speed	datetime	pressure	skiff_COG	skiff_heading	skiff_lat	skiff_lon	skiff_speed	temp
127.11	14.9021127747	60.745725	-148.230191667	3.159	2018-08-02 00:00:02	100.5181075398982	nan	nan	nan	nan	nan	12.2907823908329
119.77	15.94644738	60.745591667	-148.229711667	2.881	2018-08-02 00:00:12	100.4132144645392	nan	nan	nan	nan	nan	12.2907823908329
116.36	17.1149090982	60.745458333	-148.229216667	3.179	2018-08-02 00:00:22	100.5181075398982	nan	nan	nan	nan	nan	12.2907823908329
121.57	17.0402040184	60.745316667	-148.228715	3.097	2018-08-02 00:00:32	100.40403062100246	nan	nan	nan	nan	nan	12.272171741724014
122.36	18.0983918212	60.745175	-148.228205	3.138	2018-08-02 00:00:42	100.40403062100246	nan	nan	nan	nan	nan	12.272171741724014
127.5	15.5354262345	60.745016667	-148.227725	2.953	2018-08-02 00:00:52	100.40403062100246	nan	nan	nan	nan	nan	12.272171741724014
125.75	16.5214533769	60.744848333	-148.227246667	3.004	2018-08-02 00:01:02	100.40403062100246	nan	nan	nan	nan	nan	12.272171741724014
127.15	16.4422152859	60.744683333	-148.226778333	3.195	2018-08-02 00:01:12	100.40160521277707	nan	nan	nan	nan	nan	12.25355926156044
124.96	15.2196555532	60.744545	-148.226318333	2.835	2018-08-02 00:01:22	100.40160521277707	nan	nan	nan	nan	nan	12.25355926156044
124.28	16.2892426785	60.74439	-148.225855	3.519	2018-08-02 00:01:32	100.51324935348282	nan	nan	nan	nan	nan	12.25355926156044
119.69	16.0821808245	60.744231667	-148.225371667	2.953	2018-08-02 00:01:42	100.06667279066023	nan	nan	nan	nan	nan	12.25355926156044
121.68	15.4413647252	60.744071667	-148.22489	3.267	2018-08-02 00:01:52	100.39917797928909	nan	nan	nan	nan	nan	12.234944950342179
126.63	13.9130028668	60.743915	-148.224443333	3.076	2018-08-02 00:02:02	100.40160521277707	nan	nan	nan	nan	nan	12.25355926156044
127.28	13.2310301169	60.743753333	-148.223975	2.886	2018-08-02 00:02:12	100.28753843664148	nan	nan	nan	nan	nan	12.234944950342179
129.11	13.0	60.74359	-148.223533333	2.948	2018-08-02 00:02:22	100.39917797928909	nan	nan	nan	nan	nan	12.234944950342179
127.2	16.2519456004	60.743433333	-148.22308	2.881	2018-08-02 00:02:32	100.51081752193654	nan	nan	nan	nan	nan	12.234944950342179
122.74	14.9305874412	60.743273333	-148.222625	2.999	2018-08-02 00:02:42	100.39917797928909	nan	nan	nan	nan	nan	12.234944950342179
122.6	13.6413438789	60.743116667	-148.222158333	3.051	2018-08-02 00:02:52	100.28511397624462	nan	nan	nan	nan	nan	12.216328808069228
123.33	14.9525090494	60.742961667	-148.221693333	3.097	2018-08-02 00:03:02	100.39674892053795	nan	nan	nan	nan	nan	12.216328808069228
126.0	14.9525090494	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.17347903195143	nan	nan	nan	nan	nan	12.216328808069228
126.0	13.8814039966	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.39446527086606	nan	nan	nan	nan	nan	12.19883814692148
126.0	16.0233762639	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.39674892053795	nan	nan	nan	nan	nan	12.216328808069228
126.0	17.7495710182	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.39431803652434	nan	nan	nan	nan	nan	12.197710834741592
126.0	17.7231117898	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.28025958055164	nan	nan	nan	nan	nan	12.179091030359269
126.0	16.9075764767	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.50594838216712	nan	nan	nan	nan	nan	12.197710834741592
126.0	17.737443348	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.50351107394351	nan	nan	nan	nan	nan	12.179091030359269
126.0	19.214029491	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.39188532724758	nan	nan	nan	nan	nan	12.179091030359269
126.0	19.6813408985	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.39188532724758	nan	nan	nan	nan	nan	12.179091030359269
126.0	17.3862578689	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.38945079270837	nan	nan	nan	nan	nan	12.160469394922256
126.0	18.5801533412	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.39188532724758	nan	nan	nan	nan	nan	12.179091030359269
126.0	17.2727807676	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.27782964525555	nan	nan	nan	nan	nan	12.160469394922256
126.0	18.7743259027	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.39188532724758	nan	nan	nan	nan	nan	12.179091030359269
126.0	16.5670692102	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.05458735034976	nan	nan	nan	nan	nan	12.160469394922256
126.0	14.3019526726	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.38945079270837	nan	nan	nan	nan	nan	12.160469394922256
126.0	13.1407755878	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.38945079270837	nan	nan	nan	nan	nan	12.160469394922256
126.0	13.4102253017	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.38701443290628	nan	nan	nan	nan	nan	12.141845928430557
126.0	12.1854229502	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.27541213890333	nan	nan	nan	nan	nan	12.141955055637517
126.0	10.4758342472	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.38457624784132	nan	nan	nan	nan	nan	12.12322063088417
126.0	10.1760397108	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.27539788499271	nan	nan	nan	nan	nan	12.141845928430557
126.0	9.65618290522	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.38701443290628	nan	nan	nan	nan	nan	12.141845928430557
126.0	9.61827267572	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	102.73518491214912	nan	nan	nan	nan	nan	12.12322063088417
126.0	10.8317077495	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.38457624784132	nan	nan	nan	nan	nan	12.12322063088417
126.0	7.7029518954	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.49618819591939	nan	nan	nan	nan	nan	12.12322063088417
126.0	8.28779077258	60.742795	-148.221233333	3.056	2018-08-02 00:03:12	100.27296429976326	nan	nan	nan	nan	nan	12.12322063088417
