boat_COG	boat_heading	boat_lat	boat_lon	datetime	skiff_COG	skiff_heading	skiff_lat	skiff_lon
288.88	329.948939708	60.928465	-146.988715	2018-07-25 15:56:18	nan	nan	nan	nan
288.88	328.604363444	60.928465	-146.988715	2018-07-25 15:56:18	nan	nan	nan	nan
288.88	329.080924187	60.928465	-146.988715	2018-07-25 15:56:18	nan	nan	nan	nan
288.88	328.059870176	60.928465	-146.988715	2018-07-25 15:56:18	nan	nan	nan	nan
288.88	329.750854187	60.928465	-146.988715	2018-07-25 15:56:18	nan	nan	nan	nan
288.88	330.440637926	60.928465	-146.988715	2018-07-25 15:56:18	nan	nan	nan	nan
288.88	326.729535731	60.928465	-146.988715	2018-07-25 15:56:18	nan	nan	nan	nan
288.88	329.074169998	60.928465	-146.988715	2018-07-25 15:56:18	nan	nan	nan	nan
291.2	329.597965666	60.92889	-146.991208333	2018-07-25 15:57:15	nan	nan	nan	nan
284.2	328.122426693	60.928933333	-146.99141	2018-07-25 15:57:20	nan	nan	nan	nan
287.74	327.118596003	60.92897	-146.991635	2018-07-25 15:57:25	nan	nan	nan	nan
289.85	328.0	60.929011667	-146.991911667	2018-07-25 15:57:30	nan	nan	nan	nan
288.21	330.336018805	60.929065	-146.992233333	2018-07-25 15:57:35	nan	nan	nan	nan
286.29	329.654070867	60.92912	-146.992551667	2018-07-25 15:57:40	nan	nan	nan	nan
281.48	328.17629415	60.929158333	-146.993003333	2018-07-25 15:57:46	nan	nan	nan	nan
291.52	327.706178065	60.929203333	-146.9933	2018-07-25 15:57:50	nan	nan	nan	nan
293.38	329.643529991	60.929271667	-146.99374	2018-07-25 15:57:56	nan	nan	nan	nan
289.32	330.202598162	60.929333333	-146.994068333	2018-07-25 15:58:01	nan	nan	nan	nan
291.87	328.716159945	60.929401667	-146.994401667	2018-07-25 15:58:06	nan	nan	nan	nan
294.19	329.622846102	60.929488333	-146.994725	2018-07-25 15:58:11	nan	nan	nan	nan
290.19	328.879599973	60.929551667	-146.995053333	2018-07-25 15:58:16	nan	nan	nan	nan
293.8	328.714671202	60.929605	-146.995358333	2018-07-25 15:58:21	nan	nan	nan	nan
286.42	330.314951863	60.929675	-146.995735	2018-07-25 15:58:27	nan	nan	nan	nan
285.49	330.411029747	60.929725	-146.996101667	2018-07-25 15:58:32	nan	nan	nan	nan
290.91	329.710693961	60.929783333	-146.996448333	2018-07-25 15:58:37	nan	nan	nan	nan
292.99	329.99107594	60.929835	-146.996771667	2018-07-25 15:58:42	nan	nan	nan	nan
288.18	329.365340393	60.929898333	-146.997183333	2018-07-25 15:58:48	nan	nan	nan	nan
289.97	328.293220467	60.929961667	-146.997541667	2018-07-25 15:58:53	nan	nan	nan	nan
290.21	330.202598162	60.930021667	-146.997896667	2018-07-25 15:58:58	nan	nan	nan	nan
285.02	330.954579824	60.93008	-146.998253333	2018-07-25 15:59:03	nan	nan	nan	nan
291.23	331.244310328	60.930135	-146.998593333	2018-07-25 15:59:08	nan	nan	nan	nan
292.52	330.468636329	60.930221667	-146.998941667	2018-07-25 15:59:13	nan	nan	nan	nan
289.59	329.332219854	60.930301667	-146.999306667	2018-07-25 15:59:18	nan	nan	nan	nan
288.3	331.423871245	60.93036	-146.999635	2018-07-25 15:59:23	nan	nan	nan	nan
296.8	333.089577049	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	332.241137435	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	329.296596675	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	330.441837377	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	331.982121807	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	329.616066651	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	328.0	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	329.365340393	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	329.855585736	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	330.236009559	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
296.8	328.347242897	60.930436667	-146.999966667	2018-07-25 15:59:28	nan	nan	nan	nan
286.07	329.183628693	60.931008333	-147.003808333	2018-07-25 16:00:25	nan	nan	nan	nan
282.82	331.218314182	60.931063333	-147.004165	2018-07-25 16:00:30	nan	nan	nan	nan
282.94	330.874883889	60.931105	-147.004518333	2018-07-25 16:00:35	nan	nan	nan	nan
288.57	328.710241877	60.931153333	-147.004845	2018-07-25 16:00:40	nan	nan	nan	nan
283.52	329.619449283	60.931196667	-147.005203333	2018-07-25 16:00:45	nan	nan	nan	nan
289.93	330.684749296	60.931253333	-147.00562	2018-07-25 16:00:51	nan	nan	nan	nan
289.48	331.48547029	60.931305	-147.005961667	2018-07-25 16:00:56	nan	nan	nan	nan
293.29	330.877686545	60.931373333	-147.006328333	2018-07-25 16:01:01	nan	nan	nan	nan
295.86	329.775127462	60.931466667	-147.006673333	2018-07-25 16:01:06	nan	nan	nan	nan
298.21	329.249242679	60.931541667	-147.007035	2018-07-25 16:01:11	nan	nan	nan	nan
293.38	329.41733836	60.93162	-147.007403333	2018-07-25 16:01:16	nan	nan	nan	nan
291.58	330.685679813	60.931678333	-147.007796667	2018-07-25 16:01:21	nan	nan	nan	nan
289.55	330.02136494	60.931726667	-147.00813	2018-07-25 16:01:26	nan	nan	nan	nan
286.8	330.004230609	60.93178	-147.008435	2018-07-25 16:01:31	nan	nan	nan	nan
282.95	330.500144618	60.931851667	-147.008823333	2018-07-25 16:01:37	nan	nan	nan	nan
292.39	330.441837377	60.931911667	-147.009131667	2018-07-25 16:01:42	nan	nan	nan	nan
282.79	329.633122575	60.93194	-147.009485	2018-07-25 16:01:47	nan	nan	nan	nan
288.5	332.067519567	60.931991667	-147.009836667	2018-07-25 16:01:52	nan	nan	nan	nan
284.23	331.225411478	60.932035	-147.010241667	2018-07-25 16:01:58	nan	nan	nan	nan
287.04	328.354402364	60.932086667	-147.010595	2018-07-25 16:02:03	nan	nan	nan	nan
285.93	329.629682657	60.932141667	-147.010901667	2018-07-25 16:02:08	nan	nan	nan	nan
287.47	331.920063515	60.932173333	-147.011221667	2018-07-25 16:02:13	nan	nan	nan	nan
286.71	330.744955894	60.932221667	-147.011555	2018-07-25 16:02:18	nan	nan	nan	nan
288.84	327.393075885	60.932265	-147.0119	2018-07-25 16:02:23	nan	nan	nan	nan
285.74	327.245387978	60.932308333	-147.012213333	2018-07-25 16:02:28	nan	nan	nan	nan
284.17	327.941114328	60.932318333	-147.012561667	2018-07-25 16:02:33	nan	nan	nan	nan
280.69	328.361103073	60.932361667	-147.012891667	2018-07-25 16:02:38	nan	nan	nan	nan
281.1	328.122688848	60.932391667	-147.013226667	2018-07-25 16:02:43	nan	nan	nan	nan
279.79	329.384902922	60.932433333	-147.013536667	2018-07-25 16:02:48	nan	nan	nan	nan
293.38	329.784146639	60.932483333	-147.013875	2018-07-25 16:02:53	nan	nan	nan	nan
282.23	327.940502846	60.932526667	-147.014211667	2018-07-25 16:02:58	nan	nan	nan	nan
282.23	329.349329881	60.932526667	-147.014211667	2018-07-25 16:02:58	nan	nan	nan	nan
282.23	329.030606562	60.932526667	-147.014211667	2018-07-25 16:02:58	nan	nan	nan	nan
282.23	328.603091194	60.932526667	-147.014211667	2018-07-25 16:02:58	nan	nan	nan	nan
282.23	328.594333241	60.932526667	-147.014211667	2018-07-25 16:02:58	nan	nan	nan	nan
282.23	328.117650306	60.932526667	-147.014211667	2018-07-25 16:02:58	nan	nan	nan	nan
282.23	329.08776384	60.932526667	-147.014211667	2018-07-25 16:02:58	nan	nan	nan	nan
282.23	328.966925572	60.932526667	-147.014211667	2018-07-25 16:02:58	nan	nan	nan	nan
287.84	328.609506577	60.93293	-147.01689	2018-07-25 16:03:40	nan	nan	nan	nan
289.27	329.427443413	60.932993333	-147.017206667	2018-07-25 16:03:45	nan	nan	nan	nan
285.44	329.528340171	60.933053333	-147.017538333	2018-07-25 16:03:50	nan	nan	nan	nan
286.36	328.658543178	60.933093333	-147.017893333	2018-07-25 16:03:55	nan	nan	nan	nan
279.93	328.53434929	60.933143333	-147.018293333	2018-07-25 16:04:01	nan	nan	nan	nan
289.28	328.48554583	60.933215	-147.018595	2018-07-25 16:04:06	nan	nan	nan	nan
289.8	329.494333591	60.933266667	-147.01892	2018-07-25 16:04:11	nan	nan	nan	nan
297.4	329.329410273	60.933335	-147.019261667	2018-07-25 16:04:17	nan	nan	nan	nan
290.22	327.824426149	60.933408333	-147.019551667	2018-07-25 16:04:22	nan	nan	nan	nan
288.5	327.079665033	60.933466667	-147.019863333	2018-07-25 16:04:27	nan	nan	nan	nan
290.34	326.983021969	60.933508333	-147.020193333	2018-07-25 16:04:32	nan	nan	nan	nan
288.86	329.289397904	60.933565	-147.020515	2018-07-25 16:04:37	nan	nan	nan	nan
293.83	327.173108019	60.933628333	-147.020885	2018-07-25 16:04:42	nan	nan	nan	nan
287.01	327.41297362	60.933658333	-147.021323333	2018-07-25 16:04:48	nan	nan	nan	nan
286.71	328.299348266	60.933696667	-147.021691667	2018-07-25 16:04:53	nan	nan	nan	nan
280.95	329.803505756	60.933748333	-147.022021667	2018-07-25 16:04:58	nan	nan	nan	nan
283.8	328.608212605	60.933775	-147.022373333	2018-07-25 16:05:03	nan	nan	nan	nan
283.04	328.120116762	60.93381	-147.022721667	2018-07-25 16:05:08	nan	nan	nan	nan
281.48	329.70255797	60.933841667	-147.02303	2018-07-25 16:05:13	nan	nan	nan	nan
281.48	329.923620542	60.933841667	-147.02303	2018-07-25 16:05:13	nan	nan	nan	nan
281.48	329.654070867	60.933841667	-147.02303	2018-07-25 16:05:13	nan	nan	nan	nan
281.48	331.315067743	60.933841667	-147.02303	2018-07-25 16:05:13	nan	nan	nan	nan
281.48	329.681154514	60.933841667	-147.02303	2018-07-25 16:05:13	nan	nan	nan	nan
297.33	330.193234576	60.934091667	-147.024726667	2018-07-25 16:05:39	nan	nan	nan	nan
288.97	331.536961251	60.934153333	-147.025105	2018-07-25 16:05:45	nan	nan	nan	nan
288.04	330.940477587	60.934185	-147.025463333	2018-07-25 16:05:50	nan	nan	nan	nan
290.96	330.515560991	60.934231667	-147.025783333	2018-07-25 16:05:55	nan	nan	nan	nan
287.13	329.173929544	60.934298333	-147.026176667	2018-07-25 16:06:01	nan	nan	nan	nan
286.24	330.915035473	60.934343333	-147.026516667	2018-07-25 16:06:06	nan	nan	nan	nan
285.05	330.315616928	60.93438	-147.026846667	2018-07-25 16:06:11	nan	nan	nan	nan
287.77	330.633137738	60.93442	-147.027161667	2018-07-25 16:06:16	nan	nan	nan	nan
283.28	331.078804043	60.934485	-147.027555	2018-07-25 16:06:22	nan	nan	nan	nan
290.89	330.473442009	60.934533333	-147.027873333	2018-07-25 16:06:27	nan	nan	nan	nan
288.36	329.925183708	60.934568333	-147.028211667	2018-07-25 16:06:32	nan	nan	nan	nan
287.4	329.078663374	60.934611667	-147.028526667	2018-07-25 16:06:37	nan	nan	nan	nan
283.93	330.416110286	60.934658333	-147.028858333	2018-07-25 16:06:42	nan	nan	nan	nan
288.44	330.831677041	60.934713333	-147.029206667	2018-07-25 16:06:47	nan	nan	nan	nan
290.31	330.125723367	60.934761667	-147.029538333	2018-07-25 16:06:52	nan	nan	nan	nan
290.44	332.656346349	60.934818333	-147.029856667	2018-07-25 16:06:57	nan	nan	nan	nan
287.37	329.697621657	60.934885	-147.030218333	2018-07-25 16:07:03	nan	nan	nan	nan
287.37	330.285673305	60.934885	-147.030218333	2018-07-25 16:07:03	nan	nan	nan	nan
287.37	329.962257019	60.934885	-147.030218333	2018-07-25 16:07:03	nan	nan	nan	nan
287.37	329.090062998	60.934885	-147.030218333	2018-07-25 16:07:03	nan	nan	nan	nan
287.37	330.803321404	60.934885	-147.030218333	2018-07-25 16:07:03	nan	nan	nan	nan
287.37	332.515655244	60.934885	-147.030218333	2018-07-25 16:07:03	nan	nan	nan	nan
282.34	329.874905109	60.935106667	-147.032353333	2018-07-25 16:07:34	nan	nan	nan	nan
282.21	330.234225826	60.935146667	-147.032755	2018-07-25 16:07:40	nan	nan	nan	nan
278.74	329.870956593	60.935176667	-147.03309	2018-07-25 16:07:45	nan	nan	nan	nan
284.61	331.254116142	60.935226667	-147.033428333	2018-07-25 16:07:50	nan	nan	nan	nan
283.66	331.012787504	60.93527	-147.033778333	2018-07-25 16:07:55	nan	nan	nan	nan
285.55	329.493295248	60.935325	-147.03412	2018-07-25 16:08:00	nan	nan	nan	nan
286.98	328.784824603	60.935401667	-147.034578333	2018-07-25 16:08:07	nan	nan	nan	nan
289.42	328.901747881	60.935456667	-147.034911667	2018-07-25 16:08:12	nan	nan	nan	nan
283.42	329.262346987	60.935498333	-147.035265	2018-07-25 16:08:17	nan	nan	nan	nan
289.27	329.094690592	60.935545	-147.03561	2018-07-25 16:08:22	nan	nan	nan	nan
284.8	329.835774741	60.935578333	-147.035936667	2018-07-25 16:08:27	nan	nan	nan	nan
284.21	329.321052175	60.935615	-147.03633	2018-07-25 16:08:33	nan	nan	nan	nan
278.21	328.05912875	60.935646667	-147.036678333	2018-07-25 16:08:38	nan	nan	nan	nan
280.58	329.090062998	60.93567	-147.037028333	2018-07-25 16:08:43	nan	nan	nan	nan
280.58	330.102788112	60.93567	-147.037028333	2018-07-25 16:08:43	nan	nan	nan	nan
289.13	327.821878979	60.935783333	-147.037873333	2018-07-25 16:08:55	nan	nan	nan	nan
282.87	328.919104784	60.935846667	-147.038286667	2018-07-25 16:09:01	nan	nan	nan	nan
289.35	329.048352585	60.9359	-147.038623333	2018-07-25 16:09:06	nan	nan	nan	nan
282.86	328.968969422	60.93596	-147.039028333	2018-07-25 16:09:12	nan	nan	nan	nan
286.26	328.979319654	60.936005	-147.039376667	2018-07-25 16:09:17	nan	nan	nan	nan
283.82	329.427443413	60.936065	-147.039713333	2018-07-25 16:09:22	nan	nan	nan	nan
281.57	329.618797678	60.936095	-147.04005	2018-07-25 16:09:27	nan	nan	nan	nan
276.87	328.765468466	60.936136667	-147.040476667	2018-07-25 16:09:33	nan	nan	nan	nan
282.13	328.867175649	60.936176667	-147.040811667	2018-07-25 16:09:38	nan	nan	nan	nan
287.71	331.665405133	60.93623	-147.041131667	2018-07-25 16:09:43	nan	nan	nan	nan
291.87	330.610830389	60.936281667	-147.041473333	2018-07-25 16:09:48	nan	nan	nan	nan
292.65	329.710693961	60.936333333	-147.041798333	2018-07-25 16:09:53	nan	nan	nan	nan
285.43	330.416110286	60.936385	-147.042145	2018-07-25 16:09:58	nan	nan	nan	nan
285.43	331.214097926	60.936385	-147.042145	2018-07-25 16:09:58	nan	nan	nan	nan
285.43	330.479050534	60.936385	-147.042145	2018-07-25 16:09:58	nan	nan	nan	nan
285.43	329.83236696	60.936385	-147.042145	2018-07-25 16:09:58	nan	nan	nan	nan
285.43	330.405970517	60.936385	-147.042145	2018-07-25 16:09:58	nan	nan	nan	nan
285.43	331.503531645	60.936385	-147.042145	2018-07-25 16:09:58	nan	nan	nan	nan
285.43	331.323120445	60.936385	-147.042145	2018-07-25 16:09:58	nan	nan	nan	nan
288.0	330.772156777	60.936815	-147.044688333	2018-07-25 16:10:34	nan	nan	nan	nan
290.83	330.980828684	60.936886667	-147.045105	2018-07-25 16:10:40	nan	nan	nan	nan
290.94	331.193449273	60.936955	-147.045448333	2018-07-25 16:10:45	nan	nan	nan	nan
293.64	329.91713457	60.93701	-147.045786667	2018-07-25 16:10:50	nan	nan	nan	nan
288.88	329.801160516	60.937075	-147.046175	2018-07-25 16:10:56	nan	nan	nan	nan
292.92	331.012787504	60.937125	-147.04647	2018-07-25 16:11:01	nan	nan	nan	nan
291.87	329.855327389	60.93718	-147.046788333	2018-07-25 16:11:06	nan	nan	nan	nan
289.42	330.737882392	60.937256667	-147.047173333	2018-07-25 16:11:12	nan	nan	nan	nan
289.14	330.39591545	60.937318333	-147.047505	2018-07-25 16:11:17	nan	nan	nan	nan
289.09	330.468636329	60.937378333	-147.047826667	2018-07-25 16:11:22	nan	nan	nan	nan
294.84	331.019131849	60.937438333	-147.048158333	2018-07-25 16:11:27	nan	nan	nan	nan
293.93	330.904694385	60.937493333	-147.048516667	2018-07-25 16:11:32	nan	nan	nan	nan
285.13	331.613880752	60.937556667	-147.04884	2018-07-25 16:11:37	nan	nan	nan	nan
289.44	331.082644882	60.937621667	-147.049263333	2018-07-25 16:11:43	nan	nan	nan	nan
292.5	333.30598597	60.937671667	-147.049591667	2018-07-25 16:11:48	nan	nan	nan	nan
289.65	331.886733949	60.937716667	-147.049926667	2018-07-25 16:11:53	nan	nan	nan	nan
294.44	332.987938942	60.937776667	-147.05026	2018-07-25 16:11:58	nan	nan	nan	nan
291.91	332.651934357	60.93784	-147.050586667	2018-07-25 16:12:03	nan	nan	nan	nan
295.38	332.417509352	60.9379	-147.05096	2018-07-25 16:12:08	nan	nan	nan	nan
295.38	332.324040755	60.9379	-147.05096	2018-07-25 16:12:08	nan	nan	nan	nan
295.38	332.748683259	60.9379	-147.05096	2018-07-25 16:12:08	nan	nan	nan	nan
295.38	333.674610865	60.9379	-147.05096	2018-07-25 16:12:08	nan	nan	nan	nan
298.71	333.986434601	60.938198333	-147.052421667	2018-07-25 16:12:30	nan	nan	nan	nan
295.35	334.447436879	60.93828	-147.052746667	2018-07-25 16:12:35	nan	nan	nan	nan
298.03	335.051086352	60.93837	-147.053055	2018-07-25 16:12:40	nan	nan	nan	nan
303.6	334.262061186	60.938476667	-147.053438333	2018-07-25 16:12:46	nan	nan	nan	nan
299.64	335.251038691	60.938561667	-147.053736667	2018-07-25 16:12:51	nan	nan	nan	nan
300.33	334.616028994	60.93865	-147.05405	2018-07-25 16:12:56	nan	nan	nan	nan
299.63	334.627059433	60.938743333	-147.054351667	2018-07-25 16:13:01	nan	nan	nan	nan
306.72	335.70881745	60.938836667	-147.054646667	2018-07-25 16:13:06	nan	nan	nan	nan
308.17	335.013762548	60.93894	-147.054935	2018-07-25 16:13:11	nan	nan	nan	nan
301.52	334.445418036	60.939096667	-147.05532	2018-07-25 16:13:18	nan	nan	nan	nan
301.52	334.692575924	60.939096667	-147.05532	2018-07-25 16:13:18	nan	nan	nan	nan
301.52	335.259724046	60.939096667	-147.05532	2018-07-25 16:13:18	nan	nan	nan	nan
307.27	334.287396756	60.93942	-147.056276667	2018-07-25 16:13:34	nan	nan	nan	nan
301.98	334.627059433	60.93953	-147.056648333	2018-07-25 16:13:40	nan	nan	nan	nan
304.88	335.191186218	60.939626667	-147.05692	2018-07-25 16:13:45	nan	nan	nan	nan
316.21	335.686354817	60.939783333	-147.057268333	2018-07-25 16:13:52	nan	nan	nan	nan
300.21	334.809925713	60.93986	-147.057491667	2018-07-25 16:13:56	nan	nan	nan	nan
305.1	335.875832813	60.93997	-147.057858333	2018-07-25 16:14:02	nan	nan	nan	nan
303.94	334.804598501	60.9401	-147.058235	2018-07-25 16:14:08	nan	nan	nan	nan
303.94	335.368051072	60.9401	-147.058235	2018-07-25 16:14:08	nan	nan	nan	nan
303.94	335.50366637	60.9401	-147.058235	2018-07-25 16:14:08	nan	nan	nan	nan
303.94	336.264166525	60.9401	-147.058235	2018-07-25 16:14:08	nan	nan	nan	nan
303.94	336.451036442	60.9401	-147.058235	2018-07-25 16:14:08	nan	nan	nan	nan
313.0	335.339053432	60.940678333	-147.059753333	2018-07-25 16:14:35	nan	nan	nan	nan
314.56	333.76484478	60.940788333	-147.060011667	2018-07-25 16:14:40	nan	nan	nan	nan
316.82	333.860628878	60.940893333	-147.060331667	2018-07-25 16:14:45	nan	nan	nan	nan
317.73	334.814352889	60.940998333	-147.06062	2018-07-25 16:14:50	nan	nan	nan	nan
311.24	336.506817532	60.941136667	-147.060983333	2018-07-25 16:14:56	nan	nan	nan	nan
324.69	337.839916398	60.94125	-147.061308333	2018-07-25 16:15:01	nan	nan	nan	nan
318.46	339.851553385	60.941368333	-147.06154	2018-07-25 16:15:06	nan	nan	nan	nan
318.42	343.244462988	60.941483333	-147.061795	2018-07-25 16:15:11	nan	nan	nan	nan
328.14	344.155146683	60.941655	-147.062026667	2018-07-25 16:15:17	nan	nan	nan	nan
333.18	345.705350318	60.941776667	-147.062168333	2018-07-25 16:15:21	nan	nan	nan	nan
337.4	344.675563401	60.941956667	-147.062326667	2018-07-25 16:15:27	nan	nan	nan	nan
341.05	346.281341203	60.942113333	-147.062461667	2018-07-25 16:15:32	nan	nan	nan	nan
340.18	346.159490467	60.942265	-147.062563333	2018-07-25 16:15:37	nan	nan	nan	nan
346.5	349.917533728	60.942445	-147.062686667	2018-07-25 16:15:43	nan	nan	nan	nan
353.51	349.110002879	60.94258	-147.062751667	2018-07-25 16:15:47	nan	nan	nan	nan
1.26	351.416955078	60.942758333	-147.062763333	2018-07-25 16:15:52	nan	nan	nan	nan
1.26	349.871768574	60.942758333	-147.062763333	2018-07-25 16:15:52	nan	nan	nan	nan
1.26	352.44395478	60.942758333	-147.062763333	2018-07-25 16:15:52	nan	nan	nan	nan
7.22	352.616175279	60.943391667	-147.062771667	2018-07-25 16:16:10	nan	nan	nan	nan
4.71	351.080280813	60.943563333	-147.062748333	2018-07-25 16:16:15	nan	nan	nan	nan
8.83	353.926522826	60.943718333	-147.062746667	2018-07-25 16:16:20	nan	nan	nan	nan
6.65	352.095920917	60.943876667	-147.062711667	2018-07-25 16:16:25	nan	nan	nan	nan
12.58	355.155708392	60.944098333	-147.062631667	2018-07-25 16:16:31	nan	nan	nan	nan
16.15	355.398818632	60.944296667	-147.062526667	2018-07-25 16:16:36	nan	nan	nan	nan
19.9	357.015671526	60.944473333	-147.062406667	2018-07-25 16:16:41	nan	nan	nan	nan
22.34	354.085599778	60.944686667	-147.062233333	2018-07-25 16:16:47	nan	nan	nan	nan
14.02	358.56861949	60.94487	-147.062115	2018-07-25 16:16:52	nan	nan	nan	nan
13.76	355.663238328	60.945036667	-147.062045	2018-07-25 16:16:57	nan	nan	nan	nan
24.36	356.882465691	60.945223333	-147.06185	2018-07-25 16:17:03	nan	nan	nan	nan
24.36	358.465544919	60.945223333	-147.06185	2018-07-25 16:17:03	nan	nan	nan	nan
24.36	357.633193759	60.945223333	-147.06185	2018-07-25 16:17:03	nan	nan	nan	nan
30.92	358.246401119	60.945698333	-147.061268333	2018-07-25 16:17:19	nan	nan	nan	nan
28.33	358.915446443	60.945883333	-147.060986667	2018-07-25 16:17:25	nan	nan	nan	nan
34.33	358.79445755	60.946028333	-147.060735	2018-07-25 16:17:30	nan	nan	nan	nan
36.43	0.799531272619	60.946183333	-147.060505	2018-07-25 16:17:35	nan	nan	nan	nan
37.38	359.355181899	60.946376667	-147.060248333	2018-07-25 16:17:41	nan	nan	nan	nan
37.06	359.678069309	60.946516667	-147.060025	2018-07-25 16:17:46	nan	nan	nan	nan
38.23	359.532001345	60.946646667	-147.059788333	2018-07-25 16:17:51	nan	nan	nan	nan
34.21	359.875875617	60.946788333	-147.059566667	2018-07-25 16:17:56	nan	nan	nan	nan
40.09	0.191156497676	60.946951667	-147.059218333	2018-07-25 16:18:02	nan	nan	nan	nan
39.31	2.29785002687	60.947108333	-147.058941667	2018-07-25 16:18:07	nan	nan	nan	nan
44.18	2.49360221209	60.947241667	-147.058678333	2018-07-25 16:18:12	nan	nan	nan	nan
46.38	2.47489212897	60.947355	-147.058405	2018-07-25 16:18:17	nan	nan	nan	nan
45.63	1.75040001984	60.947458333	-147.058138333	2018-07-25 16:18:22	nan	nan	nan	nan
41.75	0.604593166242	60.94754	-147.057808333	2018-07-25 16:18:28	nan	nan	nan	nan
48.04	1.74985440464	60.947656667	-147.05756	2018-07-25 16:18:33	nan	nan	nan	nan
44.67	1.20657031509	60.947758333	-147.05731	2018-07-25 16:18:38	nan	nan	nan	nan
45.28	2.51224663617	60.947861667	-147.057051667	2018-07-25 16:18:43	nan	nan	nan	nan
45.28	2.54933986922	60.947861667	-147.057051667	2018-07-25 16:18:43	nan	nan	nan	nan
45.28	2.56778935341	60.947861667	-147.057051667	2018-07-25 16:18:43	nan	nan	nan	nan
49.79	2.27326170739	60.948215	-147.056198333	2018-07-25 16:19:00	nan	nan	nan	nan
48.75	2.45611604337	60.94831	-147.055911667	2018-07-25 16:19:05	nan	nan	nan	nan
48.72	1.07926146008	60.948413333	-147.055615	2018-07-25 16:19:10	nan	nan	nan	nan
55.51	2.44418400608	60.948528333	-147.055321667	2018-07-25 16:19:15	nan	nan	nan	nan
50.31	1.89238229076	60.94865	-147.054981667	2018-07-25 16:19:21	nan	nan	nan	nan
57.86	3.36821428284	60.948763333	-147.054688333	2018-07-25 16:19:26	nan	nan	nan	nan
58.93	2.77952225553	60.948885	-147.054321667	2018-07-25 16:19:31	nan	nan	nan	nan
66.16	1.69006752598	60.948976667	-147.053988333	2018-07-25 16:19:36	nan	nan	nan	nan
63.43	2.46318807994	60.94907	-147.053648333	2018-07-25 16:19:41	nan	nan	nan	nan
60.88	1.52901164796	60.94921	-147.053228333	2018-07-25 16:19:47	nan	nan	nan	nan
59.25	2.35509595187	60.94933	-147.05297	2018-07-25 16:19:52	nan	nan	nan	nan
58.4	2.23495636326	60.94942	-147.052695	2018-07-25 16:19:57	nan	nan	nan	nan
52.74	3.67487185366	60.94952	-147.052396667	2018-07-25 16:20:02	nan	nan	nan	nan
52.73	2.66729948408	60.949628333	-147.052115	2018-07-25 16:20:07	nan	nan	nan	nan
49.04	3.04036085742	60.94973	-147.051858333	2018-07-25 16:20:12	nan	nan	nan	nan
47.93	1.81232007057	60.949831667	-147.051585	2018-07-25 16:20:17	nan	nan	nan	nan
48.71	1.87416614826	60.949943333	-147.051298333	2018-07-25 16:20:22	nan	nan	nan	nan
48.9	2.93765416157	60.950071667	-147.05094	2018-07-25 16:20:28	nan	nan	nan	nan
51.13	3.0583696346	60.9502	-147.050656667	2018-07-25 16:20:33	nan	nan	nan	nan
47.26	1.60786416845	60.950318333	-147.050358333	2018-07-25 16:20:38	nan	nan	nan	nan
46.46	3.31373271059	60.95045	-147.050071667	2018-07-25 16:20:43	nan	nan	nan	nan
46.46	2.47039190085	60.95045	-147.050071667	2018-07-25 16:20:43	nan	nan	nan	nan
46.46	1.60786416845	60.95045	-147.050071667	2018-07-25 16:20:43	nan	nan	nan	nan
46.46	2.59228868751	60.95045	-147.050071667	2018-07-25 16:20:43	nan	nan	nan	nan
56.58	3.46912170203	60.95087	-147.048733333	2018-07-25 16:21:05	nan	nan	nan	nan
52.31	3.08925519985	60.950978333	-147.048426667	2018-07-25 16:21:10	nan	nan	nan	nan
50.2	1.38147564721	60.951076667	-147.048123333	2018-07-25 16:21:15	nan	nan	nan	nan
54.37	3.27834441126	60.951205	-147.047766667	2018-07-25 16:21:21	nan	nan	nan	nan
51.62	4.46397789653	60.951301667	-147.047463333	2018-07-25 16:21:26	nan	nan	nan	nan
