boat_COG	boat_heading	boat_lat	boat_lon	boat_speed	datetime	skiff_COG	skiff_heading	skiff_lat	skiff_lon	skiff_speed
316.76	358.596009467	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	0.504529629705	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	3.04036085742	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	0.810551281045	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	1.12199767524	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	3.07631405464	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	3.16508264547	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	0.52575968341	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	359.561811842	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	0.974149419548	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	359.538851693	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	0.285167686341	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	5.31859968142	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	4.46355141253	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	1.89510124943	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	2.51288838038	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	2.62227363052	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	359.419077645	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	351.600189868	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	345.93163135	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.471144633	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	332.260214445	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	331.544766456	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	328.371241756	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	328.491797188	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	324.948741745	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	326.007906427	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	326.886399391	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	328.125924587	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	328.511555867	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	330.19206972	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	329.703948583	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	329.569354805	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	328.664654401	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	330.181641404	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	329.21314107	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	331.350076398	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	334.340191746	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	333.094827479	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	332.65018485	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	331.319701333	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	333.399973423	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	330.535918099	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	329.591140271	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	332.763641691	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	346.251895837	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	353.796026494	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	357.243966231	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	349.382051709	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.447527248	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	334.842773413	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.682523881	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.615648184	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	337.84113176	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	339.808625892	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	338.797868635	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	333.724462849	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	335.926926683	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.406509897	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	340.576567448	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	340.133880171	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	339.364604003	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	337.960140308	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	338.356026249	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	338.70568491	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	341.059309026	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	339.199429661	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	338.419107788	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	337.214679909	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	338.57541144	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	337.030166921	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.009140297	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.374259028	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	338.810756318	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.599088711	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.640606414	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.365886124	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	334.581944655	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	337.763266969	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	336.942753948	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	338.407711312	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.76	338.368017093	60.871945	-147.381768333	0.082	2018-07-26 15:14:12	nan	nan	nan	nan	nan
316.49	334.64527821	60.870523333	-147.382598333	0.309	2018-07-26 15:21:24	nan	nan	nan	nan	nan
323.46	335.406912128	60.870546667	-147.382615	0.437	2018-07-26 15:21:29	nan	nan	nan	nan	nan
308.65	336.898313064	60.870556667	-147.382625	0.314	2018-07-26 15:21:34	nan	nan	nan	nan	nan
324.15	340.154941697	60.870566667	-147.382643333	0.391	2018-07-26 15:21:39	nan	nan	nan	nan	nan
357.96	340.513678114	60.870571667	-147.382638333	0.242	2018-07-26 15:21:43	nan	nan	nan	nan	nan
317.97	342.278580667	60.870578333	-147.382648333	0.257	2018-07-26 15:21:48	nan	nan	nan	nan	nan
335.27	342.412958646	60.870588333	-147.38266	0.18	2018-07-26 15:21:53	nan	nan	nan	nan	nan
335.27	343.379674549	60.870588333	-147.38266	0.18	2018-07-26 15:21:53	nan	nan	nan	nan	nan
317.85	341.861027563	60.8706	-147.38268	0.154	2018-07-26 15:22:03	nan	nan	nan	nan	nan
308.41	339.808625892	60.870606667	-147.382691667	0.231	2018-07-26 15:22:08	nan	nan	nan	nan	nan
314.83	339.309932474	60.870615	-147.382716667	0.304	2018-07-26 15:22:14	nan	nan	nan	nan	nan
310.04	336.972626615	60.870623333	-147.382735	0.231	2018-07-26 15:22:19	nan	nan	nan	nan	nan
281.03	338.584708175	60.870626667	-147.382746667	0.123	2018-07-26 15:22:23	nan	nan	nan	nan	nan
315.79	337.782407032	60.870631667	-147.382758333	0.195	2018-07-26 15:22:29	nan	nan	nan	nan	nan
295.01	341.902687114	60.870638333	-147.382773333	0.18	2018-07-26 15:22:34	nan	nan	nan	nan	nan
328.68	344.310577072	60.870643333	-147.382788333	0.231	2018-07-26 15:22:39	nan	nan	nan	nan	nan
302.78	345.214218935	60.870648333	-147.382801667	0.17	2018-07-26 15:22:44	nan	nan	nan	nan	nan
317.34	347.596794436	60.870653333	-147.382815	0.262	2018-07-26 15:22:49	nan	nan	nan	nan	nan
309.25	349.82693099	60.870661667	-147.382831667	0.314	2018-07-26 15:22:54	nan	nan	nan	nan	nan
310.39	350.322040492	60.870671667	-147.382863333	0.442	2018-07-26 15:22:59	nan	nan	nan	nan	nan
289.56	352.203676519	60.870673333	-147.382881667	0.386	2018-07-26 15:23:04	nan	nan	nan	nan	nan
305.89	348.119633141	60.870685	-147.382903333	0.34	2018-07-26 15:23:09	nan	nan	nan	nan	nan
290.2	351.164767743	60.870693333	-147.382938333	0.437	2018-07-26 15:23:14	nan	nan	nan	nan	nan
288.44	353.081036501	60.870693333	-147.382968333	0.381	2018-07-26 15:23:19	nan	nan	nan	nan	nan
286.6	355.137989875	60.870703333	-147.383003333	0.427	2018-07-26 15:23:24	nan	nan	nan	nan	nan
284.15	1.82409249676	60.87071	-147.383061667	0.566	2018-07-26 15:23:29	nan	nan	nan	nan	nan
298.68	1.629372867	60.870713333	-147.383108333	0.453	2018-07-26 15:23:34	nan	nan	nan	nan	nan
284.31	4.01159811581	60.870716667	-147.38316	0.509	2018-07-26 15:23:39	nan	nan	nan	nan	nan
268.17	4.76812905036	60.870713333	-147.383211667	0.576	2018-07-26 15:23:44	nan	nan	nan	nan	nan
270.69	5.69424046669	60.87071	-147.383266667	0.658	2018-07-26 15:23:49	nan	nan	nan	nan	nan
280.11	5.10703259672	60.870716667	-147.38334	0.731	2018-07-26 15:23:54	nan	nan	nan	nan	nan
272.85	6.77187809555	60.870718333	-147.3834	0.664	2018-07-26 15:23:59	nan	nan	nan	nan	nan
265.1	6.03834598049	60.870715	-147.38346	0.725	2018-07-26 15:24:04	nan	nan	nan	nan	nan
264.16	4.65456326402	60.87071	-147.383518333	0.648	2018-07-26 15:24:09	nan	nan	nan	nan	nan
245.9	4.09159974918	60.870696667	-147.383566667	0.514	2018-07-26 15:24:14	nan	nan	nan	nan	nan
246.93	4.27956937322	60.870685	-147.383586667	0.494	2018-07-26 15:24:19	nan	nan	nan	nan	nan
235.23	5.20911312699	60.870671667	-147.383623333	0.576	2018-07-26 15:24:24	nan	nan	nan	nan	nan
216.64	4.03317666469	60.87065	-147.383645	0.535	2018-07-26 15:24:29	nan	nan	nan	nan	nan
245.65	2.43357502279	60.87064	-147.383676667	0.473	2018-07-26 15:24:34	nan	nan	nan	nan	nan
224.16	2.98574670909	60.870616667	-147.383711667	0.55	2018-07-26 15:24:39	nan	nan	nan	nan	nan
224.94	2.81088294028	60.870593333	-147.383751667	0.55	2018-07-26 15:24:44	nan	nan	nan	nan	nan
215.96	3.07375449335	60.870573333	-147.383771667	0.458	2018-07-26 15:24:49	nan	nan	nan	nan	nan
208.93	2.75334150667	60.870548333	-147.383781667	0.453	2018-07-26 15:24:54	nan	nan	nan	nan	nan
216.55	3.42967456549	60.870526667	-147.383791667	0.473	2018-07-26 15:24:59	nan	nan	nan	nan	nan
214.32	2.98574670909	60.870508333	-147.383808333	0.406	2018-07-26 15:25:04	nan	nan	nan	nan	nan
205.25	2.61819484076	60.870495	-147.383821667	0.401	2018-07-26 15:25:09	nan	nan	nan	nan	nan
204.92	2.40675439218	60.870478333	-147.383841667	0.376	2018-07-26 15:25:14	nan	nan	nan	nan	nan
200.26	3.14803707554	60.870458333	-147.38386	0.329	2018-07-26 15:25:19	nan	nan	nan	nan	nan
193.0	2.15518909789	60.870435	-147.383871667	0.494	2018-07-26 15:25:24	nan	nan	nan	nan	nan
209.42	1.48232449322	60.870415	-147.383896667	0.453	2018-07-26 15:25:29	nan	nan	nan	nan	nan
203.51	1.60630182614	60.870398333	-147.383913333	0.401	2018-07-26 15:25:34	nan	nan	nan	nan	nan
206.07	0.79391706662	60.870385	-147.383925	0.319	2018-07-26 15:25:39	nan	nan	nan	nan	nan
203.54	1.56746618775	60.870368333	-147.383943333	0.365	2018-07-26 15:25:44	nan	nan	nan	nan	nan
205.8	0.370121832058	60.870351667	-147.383958333	0.427	2018-07-26 15:25:49	nan	nan	nan	nan	nan
185.36	0.977723313816	60.87033	-147.38397	0.365	2018-07-26 15:25:54	nan	nan	nan	nan	nan
198.12	0.527585756411	60.870308333	-147.383981667	0.432	2018-07-26 15:25:59	nan	nan	nan	nan	nan
196.02	0.59460184636	60.870298333	-147.383986667	0.273	2018-07-26 15:26:04	nan	nan	nan	nan	nan
176.03	1.81346097379	60.870283333	-147.383988333	0.314	2018-07-26 15:26:09	nan	nan	nan	nan	nan
179.01	1.17128616283	60.870263333	-147.383985	0.442	2018-07-26 15:26:14	nan	nan	nan	nan	nan
180.55	1.81950054266	60.870248333	-147.383976667	0.396	2018-07-26 15:26:19	nan	nan	nan	nan	nan
167.72	2.63502154753	60.87024	-147.383955	0.262	2018-07-26 15:26:24	nan	nan	nan	nan	nan
143.54	3.87793246286	60.870228333	-147.383938333	0.273	2018-07-26 15:26:29	nan	nan	nan	nan	nan
138.87	4.73680664361	60.87022	-147.383916667	0.324	2018-07-26 15:26:35	nan	nan	nan	nan	nan
129.07	4.8211905625	60.87022	-147.383898333	0.268	2018-07-26 15:26:39	nan	nan	nan	nan	nan
98.78	5.40535663141	60.870215	-147.383883333	0.093	2018-07-26 15:26:45	nan	nan	nan	nan	nan
137.9	6.56616592407	60.870215	-147.383876667	0.134	2018-07-26 15:26:50	nan	nan	nan	nan	nan
144.21	6.07392653046	60.870206667	-147.383868333	0.154	2018-07-26 15:26:55	nan	nan	nan	nan	nan
227.49	4.09979131444	60.870201667	-147.383865	0.19	2018-07-26 15:27:00	nan	nan	nan	nan	nan
255.83	5.53480914388	60.870198333	-147.38388	0.201	2018-07-26 15:27:05	nan	nan	nan	nan	nan
275.09	7.06677295403	60.870198333	-147.383893333	0.165	2018-07-26 15:27:10	nan	nan	nan	nan	nan
348.53	8.11592019608	60.870198333	-147.383901667	0.072	2018-07-26 15:27:15	nan	nan	nan	nan	nan
300.4	4.64924746767	60.8702	-147.383906667	0.17	2018-07-26 15:27:20	nan	nan	nan	nan	nan
283.51	5.04783427725	60.870198333	-147.383916667	0.129	2018-07-26 15:27:25	nan	nan	nan	nan	nan
269.91	4.9232622186	60.870198333	-147.383933333	0.268	2018-07-26 15:27:30	nan	nan	nan	nan	nan
289.56	3.8953991346	60.8702	-147.383961667	0.35	2018-07-26 15:27:35	nan	nan	nan	nan	nan
277.96	4.47498755596	60.870191667	-147.38399	0.37	2018-07-26 15:27:40	nan	nan	nan	nan	nan
270.92	2.08101067465	60.87018	-147.384011667	0.298	2018-07-26 15:27:45	nan	nan	nan	nan	nan
264.81	1.33575110709	60.870178333	-147.384038333	0.278	2018-07-26 15:27:50	nan	nan	nan	nan	nan
266.98	0.15055156137	60.870173333	-147.384073333	0.34	2018-07-26 15:27:55	nan	nan	nan	nan	nan
262.86	358.094241476	60.87017	-147.384098333	0.386	2018-07-26 15:28:00	nan	nan	nan	nan	nan
261.56	356.840914537	60.87017	-147.38413	0.34	2018-07-26 15:28:05	nan	nan	nan	nan	nan
264.29	356.762957578	60.870168333	-147.384166667	0.365	2018-07-26 15:28:10	nan	nan	nan	nan	nan
251.1	355.291808556	60.870166667	-147.3842	0.324	2018-07-26 15:28:15	nan	nan	nan	nan	nan
227.66	354.77714458	60.870153333	-147.384225	0.319	2018-07-26 15:28:20	nan	nan	nan	nan	nan
219.74	353.718972477	60.870136667	-147.384253333	0.401	2018-07-26 15:28:25	nan	nan	nan	nan	nan
226.98	354.118599593	60.870128333	-147.38428	0.36	2018-07-26 15:28:30	nan	nan	nan	nan	nan
231.14	354.085599778	60.87012	-147.384303333	0.334	2018-07-26 15:28:35	nan	nan	nan	nan	nan
239.88	351.78304564	60.870106667	-147.38433	0.355	2018-07-26 15:28:40	nan	nan	nan	nan	nan
250.52	351.249793163	60.87011	-147.38435	0.211	2018-07-26 15:28:45	nan	nan	nan	nan	nan
274.07	350.743336396	60.870115	-147.384381667	0.334	2018-07-26 15:28:50	nan	nan	nan	nan	nan
258.34	349.955781161	60.870118333	-147.384416667	0.278	2018-07-26 15:28:55	nan	nan	nan	nan	nan
253.74	349.636969406	60.870116667	-147.384451667	0.365	2018-07-26 15:29:00	nan	nan	nan	nan	nan
241.55	349.210995724	60.870108333	-147.384483333	0.36	2018-07-26 15:29:05	nan	nan	nan	nan	nan
219.88	349.019182242	60.870096667	-147.38449	0.262	2018-07-26 15:29:10	nan	nan	nan	nan	nan
222.72	347.355766063	60.870083333	-147.384505	0.396	2018-07-26 15:29:15	nan	nan	nan	nan	nan
227.75	345.429862818	60.870078333	-147.384536667	0.396	2018-07-26 15:29:20	nan	nan	nan	nan	nan
218.76	342.840993498	60.870075	-147.384548333	0.34	2018-07-26 15:29:25	nan	nan	nan	nan	nan
223.38	342.607483996	60.870063333	-147.384576667	0.396	2018-07-26 15:29:30	nan	nan	nan	nan	nan
218.57	340.889240958	60.870048333	-147.384611667	0.473	2018-07-26 15:29:35	nan	nan	nan	nan	nan
215.9	339.833053316	60.870031667	-147.384628333	0.406	2018-07-26 15:29:40	nan	nan	nan	nan	nan
219.98	337.808421005	60.870011667	-147.384656667	0.386	2018-07-26 15:29:45	nan	nan	nan	nan	nan
205.51	337.355982724	60.869998333	-147.384666667	0.293	2018-07-26 15:29:50	nan	nan	nan	nan	nan
197.9	336.29318288	60.86999	-147.384671667	0.304	2018-07-26 15:29:55	nan	nan	nan	nan	nan
207.26	334.397159939	60.869988333	-147.384683333	0.278	2018-07-26 15:30:00	nan	nan	nan	nan	nan
194.25	333.194428908	60.86998	-147.384696667	0.319	2018-07-26 15:30:05	nan	nan	nan	nan	nan
207.28	333.243046443	60.869965	-147.384715	0.268	2018-07-26 15:30:10	nan	nan	nan	nan	nan
208.46	331.59749078	60.869956667	-147.384731667	0.211	2018-07-26 15:30:15	nan	nan	nan	nan	nan
201.55	331.232093652	60.86995	-147.384738333	0.237	2018-07-26 15:30:20	nan	nan	nan	nan	nan
182.94	331.567780213	60.869941667	-147.384741667	0.159	2018-07-26 15:30:25	nan	nan	nan	nan	nan
216.81	331.492593161	60.869935	-147.384741667	0.185	2018-07-26 15:30:30	nan	nan	nan	nan	nan
291.16	332.061915375	60.869931667	-147.384746667	0.093	2018-07-26 15:30:35	nan	nan	nan	nan	nan
248.38	332.906633357	60.86993	-147.384755	0.134	2018-07-26 15:30:40	nan	nan	nan	nan	nan
238.93	333.421554739	60.869926667	-147.384763333	0.18	2018-07-26 15:30:45	nan	nan	nan	nan	nan
242.66	333.157614319	60.869921667	-147.384788333	0.324	2018-07-26 15:30:50	nan	nan	nan	nan	nan
261.78	333.182414695	60.869923333	-147.38484	0.329	2018-07-26 15:30:55	nan	nan	nan	nan	nan
270.5	332.902911663	60.869925	-147.384861667	0.226	2018-07-26 15:31:00	nan	nan	nan	nan	nan
229.23	331.805200023	60.86992	-147.384878333	0.268	2018-07-26 15:31:05	nan	nan	nan	nan	nan
234.86	330.66919926	60.869911667	-147.384893333	0.278	2018-07-26 15:31:10	nan	nan	nan	nan	nan
230.53	330.9632543	60.869905	-147.384911667	0.237	2018-07-26 15:31:15	nan	nan	nan	nan	nan
208.72	330.236450139	60.869901667	-147.384911667	0.159	2018-07-26 15:31:20	nan	nan	nan	nan	nan
229.66	328.879323086	60.869891667	-147.38492	0.185	2018-07-26 15:31:25	nan	nan	nan	nan	nan
227.35	328.550903979	60.869886667	-147.384933333	0.19	2018-07-26 15:31:30	nan	nan	nan	nan	nan
193.73	327.382464613	60.869881667	-147.384936667	0.206	2018-07-26 15:31:35	nan	nan	nan	nan	nan
215.47	327.930718559	60.86987	-147.384938333	0.216	2018-07-26 15:31:40	nan	nan	nan	nan	nan
225.29	328.493309405	60.869863333	-147.38495	0.268	2018-07-26 15:31:45	nan	nan	nan	nan	nan
266.39	328.480312648	60.869856667	-147.384965	0.17	2018-07-26 15:31:50	nan	nan	nan	nan	nan
197.59	327.464541014	60.869853333	-147.384981667	0.231	2018-07-26 15:31:55	nan	nan	nan	nan	nan
237.06	328.617535387	60.869846667	-147.38499	0.185	2018-07-26 15:32:00	nan	nan	nan	nan	nan
234.88	328.945834962	60.86984	-147.385005	0.093	2018-07-26 15:32:05	nan	nan	nan	nan	nan
245.82	329.351065083	60.869838333	-147.385016667	0.211	2018-07-26 15:32:10	nan	nan	nan	nan	nan
248.33	329.682705804	60.869831667	-147.385041667	0.324	2018-07-26 15:32:16	nan	nan	nan	nan	nan
242.83	330.279892538	60.869828333	-147.385055	0.247	2018-07-26 15:32:20	nan	nan	nan	nan	nan
238.74	330.80245152	60.869821667	-147.385066667	0.221	2018-07-26 15:32:25	nan	nan	nan	nan	nan
264.72	331.938302751	60.869823333	-147.385095	0.329	2018-07-26 15:32:30	nan	nan	nan	nan	nan
261.66	331.849991319	60.869831667	-147.385111667	0.185	2018-07-26 15:32:35	nan	nan	nan	nan	nan
241.18	331.264789308	60.869826667	-147.385135	0.288	2018-07-26 15:32:41	nan	nan	nan	nan	nan
258.42	331.335142941	60.869825	-147.385163333	0.334	2018-07-26 15:32:46	nan	nan	nan	nan	nan
265.05	331.327404242	60.869821667	-147.385181667	0.309	2018-07-26 15:32:51	nan	nan	nan	nan	nan
248.29	330.439376617	60.869811667	-147.385206667	0.329	2018-07-26 15:32:56	nan	nan	nan	nan	nan
265.89	331.532294584	60.869811667	-147.385235	0.319	2018-07-26 15:33:01	nan	nan	nan	nan	nan
269.68	331.458366661	60.869811667	-147.385263333	0.324	2018-07-26 15:33:06	nan	nan	nan	nan	nan
265.06	333.386816951	60.869815	-147.385296667	0.473	2018-07-26 15:33:11	nan	nan	nan	nan	nan
270.66	332.796798967	60.869816667	-147.385321667	0.381	2018-07-26 15:33:16	nan	nan	nan	nan	nan
274.19	332.589590114	60.86982	-147.385351667	0.34	2018-07-26 15:33:21	nan	nan	nan	nan	nan
269.47	332.997457338	60.86982	-147.385385	0.381	2018-07-26 15:33:26	nan	nan	nan	nan	nan
260.01	332.250654575	60.869815	-147.38542	0.314	2018-07-26 15:33:31	nan	nan	nan	nan	nan
272.62	334.20914699	60.869811667	-147.385453333	0.401	2018-07-26 15:33:36	nan	nan	nan	nan	nan
287.18	334.617262585	60.869816667	-147.385485	0.381	2018-07-26 15:33:41	nan	nan	nan	nan	nan
276.54	334.611598295	60.869821667	-147.38553	0.437	2018-07-26 15:33:46	nan	nan	nan	nan	nan
278.73	334.949849142	60.86982	-147.385556667	0.417	2018-07-26 15:33:51	nan	nan	nan	nan	nan
281.84	335.678963807	60.869823333	-147.385591667	0.473	2018-07-26 15:33:56	nan	nan	nan	nan	nan
280.6	336.692519111	60.86983	-147.385625	0.473	2018-07-26 15:34:01	nan	nan	nan	nan	nan
273.67	338.902683681	60.869831667	-147.385646667	0.37	2018-07-26 15:34:06	nan	nan	nan	nan	nan
276.18	339.412751169	60.869835	-147.385685	0.412	2018-07-26 15:34:11	nan	nan	nan	nan	nan
264.99	339.53850485	60.869836667	-147.385715	0.334	2018-07-26 15:34:16	nan	nan	nan	nan	nan
273.64	338.491477012	60.869835	-147.385738333	0.37	2018-07-26 15:34:21	nan	nan	nan	nan	nan
277.53	338.639110549	60.869831667	-147.385758333	0.324	2018-07-26 15:34:26	nan	nan	nan	nan	nan
262.13	338.736744581	60.869828333	-147.385783333	0.345	2018-07-26 15:34:31	nan	nan	nan	nan	nan
258.96	340.812756425	60.869826667	-147.38581	0.365	2018-07-26 15:34:36	nan	nan	nan	nan	nan
258.52	340.985202435	60.869825	-147.385835	0.324	2018-07-26 15:34:41	nan	nan	nan	nan	nan
265.27	340.28647051	60.869828333	-147.385865	0.36	2018-07-26 15:34:46	nan	nan	nan	nan	nan
274.57	340.692665545	60.86983	-147.3859	0.422	2018-07-26 15:34:51	nan	nan	nan	nan	nan
268.49	340.87148173	60.869831667	-147.385925	0.334	2018-07-26 15:34:56	nan	nan	nan	nan	nan
269.52	341.725194518	60.869833333	-147.385953333	0.329	2018-07-26 15:35:01	nan	nan	nan	nan	nan
274.17	342.599175153	60.869836667	-147.385998333	0.412	2018-07-26 15:35:06	nan	nan	nan	nan	nan
273.84	343.617387131	60.869843333	-147.386021667	0.278	2018-07-26 15:35:11	nan	nan	nan	nan	nan
275.78	343.152764303	60.86985	-147.386048333	0.36	2018-07-26 15:35:16	nan	nan	nan	nan	nan
284.86	343.971698476	60.869855	-147.386091667	0.468	2018-07-26 15:35:21	nan	nan	nan	nan	nan
273.92	343.857974883	60.869855	-147.38614	0.376	2018-07-26 15:35:26	nan	nan	nan	nan	nan
256.36	344.557071376	60.869845	-147.386195	0.448	2018-07-26 15:35:31	nan	nan	nan	nan	nan
252.93	344.41890396	60.869836667	-147.386218333	0.453	2018-07-26 15:35:36	nan	nan	nan	nan	nan
274.7	345.318938432	60.86984	-147.386246667	0.478	2018-07-26 15:35:41	nan	nan	nan	nan	nan
290.37	344.997721827	60.869851667	-147.386265	0.417	2018-07-26 15:35:46	nan	nan	nan	nan	nan
